wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,1,1,6,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,N,T,226,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,C,N_Y_C.png,training,1,2,3,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,226,3_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,S,N_B_S.png,training,1,3,8,high,tail,color,wing,S,C,B,Y,I1,H2,H1,N,T,226,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,S,T_Y_S.png,training,1,4,3,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,226,3_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,S,N_Y_S.png,training,1,5,4,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,N,T,226,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,C,T_Y_C.png,training,1,6,3,low,tail,color,wing,S,C,B,Y,I2,L2,L1,N,T,226,3_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,B,S,T_B_S.png,training,1,7,9,high,tail,color,wing,S,C,B,Y,I2,H2,H1,N,T,226,9_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,C,N_B_C.png,training,1,8,9,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,N,T,226,9_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,C,N_Y_C.png,training,2,9,3,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,226,3_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,C,N_B_C.png,training,2,10,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,N,T,226,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,S,N_Y_S.png,training,2,11,5,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,N,T,226,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,S,T_Y_S.png,training,2,12,6,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,226,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,B,S,T_B_S.png,training,2,13,5,high,tail,color,wing,S,C,B,Y,I2,H2,H1,N,T,226,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,S,N_B_S.png,training,2,14,8,high,tail,color,wing,S,C,B,Y,I1,H2,H1,N,T,226,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,B,C,T_B_C.png,training,2,15,4,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,N,T,226,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,C,T_Y_C.png,training,2,16,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,N,T,226,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,B,C,T_B_C.png,training,3,17,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,N,T,226,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,S,T_Y_S.png,training,3,18,5,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,226,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,S,N_B_S.png,training,3,19,8,high,tail,color,wing,S,C,B,Y,I1,H2,H1,N,T,226,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,B,S,T_B_S.png,training,3,20,9,high,tail,color,wing,S,C,B,Y,I2,H2,H1,N,T,226,9_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
T,Y,C,T_Y_C.png,training,3,21,2,low,tail,color,wing,S,C,B,Y,I2,L2,L1,N,T,226,2_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,C,N_Y_C.png,training,3,22,3,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,226,3_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,Y,S,N_Y_S.png,training,3,23,6,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,N,T,226,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
N,B,C,N_B_C.png,training,3,24,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,N,T,226,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png","medium,medium,medium,medium,high,high,low,low"
