wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,4,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,358,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,S,T_Y_S.png,training,1,2,6,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,358,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,C,T_Y_C.png,training,1,3,2,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,358,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,Y,S,N_Y_S.png,training,1,4,3,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,358,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,B,C,T_B_C.png,training,1,5,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,358,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,B,C,N_B_C.png,training,1,6,7,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,358,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,B,S,T_B_S.png,training,1,7,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,358,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,B,S,N_B_S.png,training,1,8,6,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,358,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,Y,S,N_Y_S.png,training,2,9,3,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,358,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,B,S,N_B_S.png,training,2,10,7,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,358,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,B,C,N_B_C.png,training,2,11,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,358,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,C,T_Y_C.png,training,2,12,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,358,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,Y,C,N_Y_C.png,training,2,13,1,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,358,1_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,S,T_Y_S.png,training,2,14,4,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,358,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,B,S,T_B_S.png,training,2,15,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,358,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,B,C,T_B_C.png,training,2,16,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,358,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,B,C,N_B_C.png,training,3,17,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,358,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
N,Y,S,N_Y_S.png,training,3,18,3,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,358,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,S,T_Y_S.png,training,3,19,8,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,358,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,Y,C,T_Y_C.png,training,3,20,5,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,358,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
T,B,S,T_B_S.png,training,3,21,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,358,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,low,medium,medium,high,low,high,medium"
