wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,color_high,color_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,8,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,399,8_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,S,T_Y_S.png,training,1,2,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,399,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,C,T_B_C.png,training,1,3,5,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,399,5_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,B,S,N_B_S.png,training,1,4,6,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,399,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,C,T_Y_C.png,training,1,5,3,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,399,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,S,T_B_S.png,training,1,6,4,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,399,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,C,N_Y_C.png,training,1,7,8,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,399,8_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,S,N_Y_S.png,training,1,8,7,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,399,7_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,B,S,N_B_S.png,training,2,9,6,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,399,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,C,N_Y_C.png,training,2,10,8,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,399,8_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,C,T_B_C.png,training,2,11,2,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,399,2_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,S,N_Y_S.png,training,2,12,9,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,399,9_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,C,T_Y_C.png,training,2,13,3,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,399,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,B,C,N_B_C.png,training,2,14,5,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,399,5_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,S,T_Y_S.png,training,2,15,7,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,399,7_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,S,T_B_S.png,training,2,16,3,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,399,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,S,T_Y_S.png,training,3,17,7,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,399,7_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,Y,C,T_Y_C.png,training,3,18,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,399,5_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,C,T_B_C.png,training,3,19,2,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,399,2_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
T,B,S,T_B_S.png,training,3,20,3,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,399,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,B,C,N_B_C.png,training,3,21,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,399,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,B,S,N_B_S.png,training,3,22,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,399,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,S,N_Y_S.png,training,3,23,6,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,399,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
N,Y,C,N_Y_C.png,training,3,24,6,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,399,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,low,medium,medium,medium,high"
