wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,color_high,color_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,1,1,2,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,23,2_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,1,2,5,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,23,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,C,N_B_C.png,training,1,3,3,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,23,3_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,1,4,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,23,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,1,5,6,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,23,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,S,N_B_S.png,training,1,6,7,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,23,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,B,S,T_B_S.png,training,1,7,5,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,23,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,1,8,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,23,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,2,9,9,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,23,9_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,B,S,T_B_S.png,training,2,10,2,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,23,2_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,B,C,T_B_C.png,training,2,11,1,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,23,1_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,S,N_B_S.png,training,2,12,3,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,23,3_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,2,13,6,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,23,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,2,14,7,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,23,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,C,N_B_C.png,training,2,15,6,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,23,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,2,16,7,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,23,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,S,N_B_S.png,training,3,17,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,23,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,B,C,T_B_C.png,training,3,18,1,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,23,1_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,3,19,7,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,23,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,3,20,8,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,23,8_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,B,S,T_B_S.png,training,3,21,3,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,23,3_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,3,22,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,23,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,B,C,N_B_C.png,training,3,23,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,23,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,3,24,9,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,23,9_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","medium,high,high,low,low,medium,medium,medium"
