wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,color_high,color_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,131,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,S,T_B_S.png,training,1,2,2,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,131,2_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,C,N_B_C.png,training,1,3,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,S,N_Y_S.png,training,1,4,7,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,131,7_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,C,T_B_C.png,training,1,5,3,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,131,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,S,N_B_S.png,training,1,6,8,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,131,8_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,Y,C,T_Y_C.png,training,1,7,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,C,N_Y_C.png,training,1,8,9,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,131,9_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,S,N_Y_S.png,training,2,9,8,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,131,8_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,Y,C,T_Y_C.png,training,2,10,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,131,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,S,T_B_S.png,training,2,11,4,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,S,N_B_S.png,training,2,12,3,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,131,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,C,N_Y_C.png,training,2,13,9,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,131,9_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,C,N_B_C.png,training,2,14,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,C,T_B_C.png,training,2,15,2,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,131,2_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,Y,S,T_Y_S.png,training,2,16,6,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,131,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,C,N_Y_C.png,training,3,17,6,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,131,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,Y,S,T_Y_S.png,training,3,18,6,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,131,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,C,N_B_C.png,training,3,19,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,Y,S,N_Y_S.png,training,3,20,7,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,131,7_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,C,T_B_C.png,training,3,21,2,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,131,2_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
N,B,S,N_B_S.png,training,3,22,6,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,131,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,B,S,T_B_S.png,training,3,23,4,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,131,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
T,Y,C,T_Y_C.png,training,3,24,3,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,131,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png","medium,low,medium,low,medium,medium,high,high"
