feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,6,high,color,feet,Y,G,C,F,16,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,1,2,1,low,color,feet,Y,G,C,F,16,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,1,3,6,high,color,feet,Y,G,C,F,16,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,1,4,3,low,color,feet,Y,G,C,F,16,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,2,5,8,high,color,feet,Y,G,C,F,16,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,2,6,5,low,color,feet,Y,G,C,F,16,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,2,7,1,low,color,feet,Y,G,C,F,16,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,2,8,10,high,color,feet,Y,G,C,F,16,10_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,3,9,3,low,color,feet,Y,G,C,F,16,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,3,10,6,high,color,feet,Y,G,C,F,16,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,3,11,9,high,color,feet,Y,G,C,F,16,9_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,3,12,3,low,color,feet,Y,G,C,F,16,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,4,13,4,low,color,feet,Y,G,C,F,16,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,4,14,10,high,color,feet,Y,G,C,F,16,10_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,4,15,6,high,color,feet,Y,G,C,F,16,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,4,16,7,low,color,feet,Y,G,C,F,16,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
