feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,8,high,color,feet,Y,G,F,C,44,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,1,2,9,low,color,feet,Y,G,F,C,44,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,1,3,8,high,color,feet,Y,G,F,C,44,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,1,4,3,low,color,feet,Y,G,F,C,44,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,2,5,1,low,color,feet,Y,G,F,C,44,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,2,6,2,low,color,feet,Y,G,F,C,44,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,2,7,6,high,color,feet,Y,G,F,C,44,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,2,8,8,high,color,feet,Y,G,F,C,44,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,3,9,5,low,color,feet,Y,G,F,C,44,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,3,10,3,high,color,feet,Y,G,F,C,44,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,3,11,3,low,color,feet,Y,G,F,C,44,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,3,12,4,high,color,feet,Y,G,F,C,44,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,4,13,7,high,color,feet,Y,G,F,C,44,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,4,14,3,low,color,feet,Y,G,F,C,44,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,4,15,8,high,color,feet,Y,G,F,C,44,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,4,16,8,low,color,feet,Y,G,F,C,44,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
