feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,9,high,color,feet,G,Y,C,F,30,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,1,2,3,low,color,feet,G,Y,C,F,30,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,1,3,10,high,color,feet,G,Y,C,F,30,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,1,4,3,low,color,feet,G,Y,C,F,30,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,2,5,1,low,color,feet,G,Y,C,F,30,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,2,6,6,low,color,feet,G,Y,C,F,30,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,2,7,7,high,color,feet,G,Y,C,F,30,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,2,8,8,high,color,feet,G,Y,C,F,30,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,3,9,6,high,color,feet,G,Y,C,F,30,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,3,10,6,low,color,feet,G,Y,C,F,30,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,3,11,9,high,color,feet,G,Y,C,F,30,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,3,12,1,low,color,feet,G,Y,C,F,30,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,4,13,7,high,color,feet,G,Y,C,F,30,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,4,14,3,low,color,feet,G,Y,C,F,30,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,4,15,3,low,color,feet,G,Y,C,F,30,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,4,16,7,high,color,feet,G,Y,C,F,30,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png","low,high,low,high"
