feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,2,low,color,feet,G,Y,F,C,38,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,1,2,9,high,color,feet,G,Y,F,C,38,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,1,3,5,high,color,feet,G,Y,F,C,38,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,1,4,3,low,color,feet,G,Y,F,C,38,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,2,5,3,low,color,feet,G,Y,F,C,38,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,2,6,2,low,color,feet,G,Y,F,C,38,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,2,7,10,high,color,feet,G,Y,F,C,38,10_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,2,8,5,high,color,feet,G,Y,F,C,38,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,3,9,6,low,color,feet,G,Y,F,C,38,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,3,10,8,high,color,feet,G,Y,F,C,38,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,3,11,8,high,color,feet,G,Y,F,C,38,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,3,12,1,low,color,feet,G,Y,F,C,38,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,4,13,1,low,color,feet,G,Y,F,C,38,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,4,14,6,low,color,feet,G,Y,F,C,38,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,4,15,10,high,color,feet,G,Y,F,C,38,10_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,4,16,7,high,color,feet,G,Y,F,C,38,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
