feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,3,low,color,feet,G,Y,F,C,206,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,2,4,low,color,feet,G,Y,F,C,206,4_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,3,5,high,color,feet,G,Y,F,C,206,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,4,10,high,color,feet,G,Y,F,C,206,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,5,low,color,feet,G,Y,F,C,206,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,6,6,high,color,feet,G,Y,F,C,206,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,7,7,high,color,feet,G,Y,F,C,206,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,8,7,low,color,feet,G,Y,F,C,206,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,2,low,color,feet,G,Y,F,C,206,2_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,10,8,high,color,feet,G,Y,F,C,206,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,3,low,color,feet,G,Y,F,C,206,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,10,high,color,feet,G,Y,F,C,206,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,13,10,high,color,feet,G,Y,F,C,206,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,14,7,high,color,feet,G,Y,F,C,206,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,2,low,color,feet,G,Y,F,C,206,2_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,16,5,low,color,feet,G,Y,F,C,206,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
