feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,7,high,color,feet,G,Y,C,F,46,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,1,2,8,high,color,feet,G,Y,C,F,46,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,1,3,1,low,color,feet,G,Y,C,F,46,1_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,1,4,1,low,color,feet,G,Y,C,F,46,1_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,2,5,1,low,color,feet,G,Y,C,F,46,1_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,2,6,7,low,color,feet,G,Y,C,F,46,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,2,7,5,high,color,feet,G,Y,C,F,46,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,2,8,5,high,color,feet,G,Y,C,F,46,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,3,9,7,low,color,feet,G,Y,C,F,46,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,3,10,7,high,color,feet,G,Y,C,F,46,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,3,11,9,high,color,feet,G,Y,C,F,46,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,3,12,3,low,color,feet,G,Y,C,F,46,3_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,4,13,2,low,color,feet,G,Y,C,F,46,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,4,14,9,high,color,feet,G,Y,C,F,46,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,4,15,8,high,color,feet,G,Y,C,F,46,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,4,16,6,low,color,feet,G,Y,C,F,46,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high"
