feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,6,high,color,feet,Y,G,C,F,28,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,1,2,2,low,color,feet,Y,G,C,F,28,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,1,3,6,high,color,feet,Y,G,C,F,28,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,1,4,4,low,color,feet,Y,G,C,F,28,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,2,5,2,low,color,feet,Y,G,C,F,28,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,2,6,7,high,color,feet,Y,G,C,F,28,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,2,7,8,high,color,feet,Y,G,C,F,28,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,2,8,5,low,color,feet,Y,G,C,F,28,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,3,9,4,low,color,feet,Y,G,C,F,28,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,3,10,2,low,color,feet,Y,G,C,F,28,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,3,11,9,high,color,feet,Y,G,C,F,28,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,3,12,7,high,color,feet,Y,G,C,F,28,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,4,13,5,high,color,feet,Y,G,C,F,28,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,4,14,4,high,color,feet,Y,G,C,F,28,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,4,15,5,low,color,feet,Y,G,C,F,28,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,4,16,3,low,color,feet,Y,G,C,F,28,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","low,low,high,high"
