feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,7,high,color,feet,G,Y,F,C,174,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,1,2,2,low,color,feet,G,Y,F,C,174,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,3,7,high,color,feet,G,Y,F,C,174,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,1,4,5,low,color,feet,G,Y,F,C,174,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,1,low,color,feet,G,Y,F,C,174,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,6,9,high,color,feet,G,Y,F,C,174,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,7,6,high,color,feet,G,Y,F,C,174,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,8,7,low,color,feet,G,Y,F,C,174,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,9,7,high,color,feet,G,Y,F,C,174,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,10,8,high,color,feet,G,Y,F,C,174,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,11,3,low,color,feet,G,Y,F,C,174,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,12,2,low,color,feet,G,Y,F,C,174,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,13,4,high,color,feet,G,Y,F,C,174,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,5,low,color,feet,G,Y,F,C,174,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,15,10,high,color,feet,G,Y,F,C,174,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,16,1,low,color,feet,G,Y,F,C,174,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
