feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,6,low,color,feet,G,Y,C,F,54,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,1,2,4,low,color,feet,G,Y,C,F,54,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,1,3,4,high,color,feet,G,Y,C,F,54,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,1,4,1,high,color,feet,G,Y,C,F,54,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,2,5,7,low,color,feet,G,Y,C,F,54,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,2,6,6,high,color,feet,G,Y,C,F,54,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,2,7,5,high,color,feet,G,Y,C,F,54,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,2,8,1,low,color,feet,G,Y,C,F,54,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,3,9,7,high,color,feet,G,Y,C,F,54,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,3,10,5,low,color,feet,G,Y,C,F,54,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,3,11,9,high,color,feet,G,Y,C,F,54,9_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,3,12,1,low,color,feet,G,Y,C,F,54,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,4,13,6,low,color,feet,G,Y,C,F,54,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,4,14,10,high,color,feet,G,Y,C,F,54,10_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,4,15,7,high,color,feet,G,Y,C,F,54,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,4,16,1,low,color,feet,G,Y,C,F,54,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
