feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,1,2,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,1,3,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,1,4,2,low,color,feet,G,Y,C,F,122,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,2,5,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,2,6,8,high,color,feet,G,Y,C,F,122,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,2,7,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,2,8,2,low,color,feet,G,Y,C,F,122,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,3,9,5,low,color,feet,G,Y,C,F,122,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,3,10,10,high,color,feet,G,Y,C,F,122,10_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,3,11,3,low,color,feet,G,Y,C,F,122,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,3,12,6,high,color,feet,G,Y,C,F,122,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,4,13,2,low,color,feet,G,Y,C,F,122,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,4,14,4,low,color,feet,G,Y,C,F,122,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,4,15,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,4,16,10,high,color,feet,G,Y,C,F,122,10_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","high,high,low,low"
