feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,5,low,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,1,2,4,low,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,1,3,5,high,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,1,4,9,high,color,feet,G,Y,C,F,98,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,2,5,3,high,color,feet,G,Y,C,F,98,3_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,2,6,4,low,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,2,7,5,low,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,2,8,9,high,color,feet,G,Y,C,F,98,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,3,9,4,high,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,3,10,1,low,color,feet,G,Y,C,F,98,1_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,3,11,1,low,color,feet,G,Y,C,F,98,1_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,3,12,4,high,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,4,13,5,low,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,4,14,4,high,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,4,15,4,low,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,4,16,8,high,color,feet,G,Y,C,F,98,8_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low"
