feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,2,low,color,feet,Y,G,C,F,168,2_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,G,G_F.png,training,1,2,6,low,color,feet,Y,G,C,F,168,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,Y,Y_C.png,training,1,3,7,high,color,feet,Y,G,C,F,168,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,Y,Y_F.png,training,1,4,9,high,color,feet,Y,G,C,F,168,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,Y,Y_F.png,training,2,5,5,high,color,feet,Y,G,C,F,168,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,Y,Y_C.png,training,2,6,9,high,color,feet,Y,G,C,F,168,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,G,G_F.png,training,2,7,4,low,color,feet,Y,G,C,F,168,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,G,G_C.png,training,2,8,3,low,color,feet,Y,G,C,F,168,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,G,G_C.png,training,3,9,1,low,color,feet,Y,G,C,F,168,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,Y,Y_C.png,training,3,10,9,high,color,feet,Y,G,C,F,168,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,Y,Y_F.png,training,3,11,7,high,color,feet,Y,G,C,F,168,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,G,G_F.png,training,3,12,1,low,color,feet,Y,G,C,F,168,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,Y,Y_C.png,training,4,13,10,high,color,feet,Y,G,C,F,168,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,Y,Y_F.png,training,4,14,8,high,color,feet,Y,G,C,F,168,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
C,G,G_C.png,training,4,15,5,low,color,feet,Y,G,C,F,168,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
F,G,G_F.png,training,4,16,2,low,color,feet,Y,G,C,F,168,2_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,high,low"
