feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,1,low,color,feet,G,Y,F,C,214,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,2,6,low,color,feet,G,Y,F,C,214,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,3,7,high,color,feet,G,Y,F,C,214,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,4,9,high,color,feet,G,Y,F,C,214,9_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,1,low,color,feet,G,Y,F,C,214,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,6,10,high,color,feet,G,Y,F,C,214,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,3,low,color,feet,G,Y,F,C,214,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,8,9,high,color,feet,G,Y,F,C,214,9_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,9,5,low,color,feet,G,Y,F,C,214,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,10,8,high,color,feet,G,Y,F,C,214,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,11,6,low,color,feet,G,Y,F,C,214,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,12,10,high,color,feet,G,Y,F,C,214,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,13,7,high,color,feet,G,Y,F,C,214,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,14,5,low,color,feet,G,Y,F,C,214,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,5,low,color,feet,G,Y,F,C,214,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,16,7,high,color,feet,G,Y,F,C,214,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
