feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,3,low,color,feet,G,Y,C,F,86,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,2,10,high,color,feet,G,Y,C,F,86,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,3,1,low,color,feet,G,Y,C,F,86,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,4,8,high,color,feet,G,Y,C,F,86,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,5,low,color,feet,G,Y,C,F,86,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,6,9,high,color,feet,G,Y,C,F,86,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,7,3,low,color,feet,G,Y,C,F,86,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,8,10,high,color,feet,G,Y,C,F,86,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,9,6,high,color,feet,G,Y,C,F,86,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,10,3,low,color,feet,G,Y,C,F,86,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,6,low,color,feet,G,Y,C,F,86,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,8,high,color,feet,G,Y,C,F,86,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,13,4,low,color,feet,G,Y,C,F,86,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,3,low,color,feet,G,Y,C,F,86,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,15,5,high,color,feet,G,Y,C,F,86,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,16,9,high,color,feet,G,Y,C,F,86,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
