feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,3,low,color,feet,G,Y,F,C,198,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,2,7,high,color,feet,G,Y,F,C,198,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,3,10,high,color,feet,G,Y,F,C,198,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,4,3,low,color,feet,G,Y,F,C,198,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,5,6,high,color,feet,G,Y,F,C,198,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,6,4,low,color,feet,G,Y,F,C,198,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,7,6,low,color,feet,G,Y,F,C,198,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,8,8,high,color,feet,G,Y,F,C,198,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,4,low,color,feet,G,Y,F,C,198,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,10,7,high,color,feet,G,Y,F,C,198,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,5,low,color,feet,G,Y,F,C,198,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,12,4,high,color,feet,G,Y,F,C,198,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,13,4,low,color,feet,G,Y,F,C,198,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,5,low,color,feet,G,Y,F,C,198,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,15,10,high,color,feet,G,Y,F,C,198,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,16,10,high,color,feet,G,Y,F,C,198,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low"
