feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,6,low,color,feet,Y,G,F,C,120,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,1,2,9,high,color,feet,Y,G,F,C,120,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,1,3,4,low,color,feet,Y,G,F,C,120,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,1,4,6,high,color,feet,Y,G,F,C,120,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,2,5,5,high,color,feet,Y,G,F,C,120,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,2,6,1,low,color,feet,Y,G,F,C,120,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,2,7,7,high,color,feet,Y,G,F,C,120,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,2,8,3,low,color,feet,Y,G,F,C,120,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,3,9,6,low,color,feet,Y,G,F,C,120,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,3,10,9,high,color,feet,Y,G,F,C,120,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,3,11,5,high,color,feet,Y,G,F,C,120,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,3,12,3,low,color,feet,Y,G,F,C,120,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,4,13,1,low,color,feet,Y,G,F,C,120,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,4,14,8,high,color,feet,Y,G,F,C,120,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,4,15,8,high,color,feet,Y,G,F,C,120,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,4,16,4,low,color,feet,Y,G,F,C,120,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,low,high,high"
