feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,1,low,color,feet,Y,G,C,F,84,1_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,Y,Y_F.png,training,1,2,9,high,color,feet,Y,G,C,F,84,9_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,Y,Y_C.png,training,1,3,10,high,color,feet,Y,G,C,F,84,10_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,G,G_C.png,training,1,4,5,low,color,feet,Y,G,C,F,84,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,G,G_C.png,training,2,5,3,low,color,feet,Y,G,C,F,84,3_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,Y,Y_F.png,training,2,6,9,high,color,feet,Y,G,C,F,84,9_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,Y,Y_C.png,training,2,7,10,high,color,feet,Y,G,C,F,84,10_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,G,G_F.png,training,2,8,1,low,color,feet,Y,G,C,F,84,1_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,G,G_C.png,training,3,9,2,low,color,feet,Y,G,C,F,84,2_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,Y,Y_F.png,training,3,10,8,high,color,feet,Y,G,C,F,84,8_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,G,G_F.png,training,3,11,1,low,color,feet,Y,G,C,F,84,1_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,Y,Y_C.png,training,3,12,8,high,color,feet,Y,G,C,F,84,8_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,Y,Y_C.png,training,4,13,6,high,color,feet,Y,G,C,F,84,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
C,G,G_C.png,training,4,14,5,low,color,feet,Y,G,C,F,84,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,G,G_F.png,training,4,15,1,low,color,feet,Y,G,C,F,84,1_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
F,Y,Y_F.png,training,4,16,6,high,color,feet,Y,G,C,F,84,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png","high,low,low,high"
