feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,4,low,color,feet,Y,G,C,F,164,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,2,10,high,color,feet,Y,G,C,F,164,10_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,1,3,9,low,color,feet,Y,G,C,F,164,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,9,high,color,feet,Y,G,C,F,164,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,2,5,6,low,color,feet,Y,G,C,F,164,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,10,high,color,feet,Y,G,C,F,164,10_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,4,high,color,feet,Y,G,C,F,164,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,2,8,5,low,color,feet,Y,G,C,F,164,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,3,9,1,low,color,feet,Y,G,C,F,164,1_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,10,8,high,color,feet,Y,G,C,F,164,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,7,low,color,feet,Y,G,C,F,164,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,12,8,high,color,feet,Y,G,C,F,164,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,13,8,high,color,feet,Y,G,C,F,164,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,4,14,4,low,color,feet,Y,G,C,F,164,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,4,15,3,low,color,feet,Y,G,C,F,164,3_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,16,8,high,color,feet,Y,G,C,F,164,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
