consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,participant_id,food_image_file,images_list,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,final_questions_color.started,final_questions_color.stopped,color_continuous_slider.response,color_continuous_slider.rt,color_discrete_slider.response,color_discrete_slider.rt,color_direction_slider.response,color_direction_slider.rt,button_color.numClicks,button_color.timesOn,button_color.timesOff,final_questions_tail_2.started,final_questions_tail_2.stopped,tail_continuous_slider.response,tail_continuous_slider.rt,tail_discrete_slider.response,tail_discrete_slider.rt,tail_direction_slider.response,tail_direction_slider.rt,button_tail.numClicks,button_tail.timesOn,button_tail.timesOff,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,final_questions_shape.started,final_questions_shape.stopped,shape_continuous_slider.response,shape_continuous_slider.rt,shape_discrete_slider.response,shape_discrete_slider.rt,shape_direction_slider.response,shape_direction_slider.rt,button_shape.numClicks,button_shape.timesOn,button_shape.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,7.2524,7.2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,7.2526,14.1854,1,[3.933399999976153],[3.933399999976153],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,14.1855,350.3692,1,[333.1836999999881],[333.1836999999881],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,350.3693,356.8864,1,[3.517100000023845],[3.517100000023845],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,356.8866,576.2365,1,[216.3648999999761],[216.3648999999761],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,,,,,,576.24,701.1869,1,[121.94970000004764],[121.94980000001192],"He was hungry, but the sperk was spicy so he only needed bit",701.1874,701.6859,0,0,0,0,1,N,B,C,N_B_C.png,training,1,1,2,low,5,2_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,,,,,,701.6871,730.8873,1,[26.200599999964197],[26.200599999964197],It's available to him and he's small so he needs more food to grow,730.8877,731.3868,0,1,1,1,1,N,B,S,N_B_S.png,training,1,2,4,medium,5,4_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,,,,,,731.3889,753.5573,1,[19.187199999988025],[19.187199999988025],He is yellow and that's a dominant color so he eats more,753.5576,754.0576,0,2,2,2,1,N,Y,S,N_Y_S.png,training,1,3,5,medium,5,5_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2025-11-21_10h56.28.019,explain2,2025.1.1,Win32,59.88023952,6782ae0fc5696a9954a36512,691cb5eb9b0a8859ba0ad998,6920998f5b99a3a252072ce2,,,,,,,,,,,,,,,,,,,,,,,754.0602,781.6866,1,[24.629300000011995],[24.629300000011995],"He has round shapes, so he needs an even number of food",781.6868,782.1863,0,3,3,3,1,N,Y,C,N_Y_C.png,training,1,4,2,low,5,2_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
