consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,29.17,29.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,29.173,48.836,1,[14.670000000000002],[14.670000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,48.836,71.592,1,[17.77000000000001],[17.77000000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,71.593,92.91,1,[16.333000000000013],[16.333000000000013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,92.911,111.65,1,[13.751000000000005],[13.751000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,,,,,,111.664,153.252,1,[38.59800000000001],[38.59800000000001],This score of five seems to be a baseline and not enough information to hypothesize yet,153.253,154.247,0,0,0,0,1,C,W,W_C.png,training,1,1,5,low,feet,stripes,F,C,E,W,27,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,,,,,,154.254,188.768,1,[31.521000000000015],[31.521000000000015],"Again, not enough information to you say for sure but the drain stripe color change is noted and that could be environmental or something else",188.769,189.769,0,1,1,1,1,C,E,E_C.png,training,1,2,3,low,feet,stripes,F,C,E,W,27,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,,,,,,189.776,212.975,1,[20.20599999999996],[20.20599999999996],This has you with the color variation may be mate of attractiveness,212.975,213.972,0,2,2,2,1,F,E,E_F.png,training,1,3,10,high,feet,stripes,F,C,E,W,27,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-18_11h47.05.954,explain2,2025.1.1,iPhone,47.61904762,69f2bef5b7dbf81c29b2a9ae,6a05d39198ca5b2f348a4575,6a0b5059ee2ae80e152cce4a,,,,,,,,,,,,,,,,,,,,,,,213.978,231.023,1,[14.050999999999988],[14.050999999999988],Same thing the score of nine has to be due to the color variation,231.023,232.027,0,3,3,3,1,F,W,W_F.png,training,1,4,9,high,feet,stripes,F,C,E,W,27,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
