consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,14.0903,14.0906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,14.0914,88.9409,1,[69.85249999999999],[69.85249999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,88.9413,155.5727,1,[61.6337000000002],[61.6337000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,155.5732,182.326,1,[21.75510000000054],[21.75510000000054],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,182.3263,232.6573,1,[45.33620000000016],[45.33620000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,,,,,,232.6675,272.4735,1,[36.817199999999275],[36.81729999999982],I believe it was because they are the most fertile at the time.,272.4738,273.471,0,0,0,0,1,C,E,E_C.png,training,1,1,6,high,stripes,feet,E,W,F,C,184,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,,,,,,273.4747,331.975,1,[55.50290000000035],[55.50290000000035],I think this is because they are the most fertile of thier breed.,331.9751,332.9716,0,1,1,1,1,C,W,W_C.png,training,1,2,7,low,stripes,feet,E,W,F,C,184,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,,,,,,332.9747,361.2228,1,[25.249600000000555],[25.249600000000555],I think it is because this one is the most fertile of the breeds.,361.223,362.2204,0,2,2,2,1,F,E,E_F.png,training,1,3,10,high,stripes,feet,E,W,F,C,184,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,184,2026-05-18_12h54.31.168,explain2,2025.1.1,Win32,59.88023952,67bf8696b3b7e7a95c9cd9bf,6a05d39198ca5b2f348a4575,6a0b52150be0501e6a96de7a,,,,,,,,,,,,,,,,,,,,,,,362.2237,414.4397,1,[49.21710000000053],[49.21710000000053],I think they are the least fertile,414.4398,415.4374,0,3,3,3,1,F,W,W_F.png,training,1,4,1,low,stripes,feet,E,W,F,C,184,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
