consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,4.1227,4.1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,4.1231,14.6055,1,[5.484800000000746],[5.484800000000746],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,14.6057,27.9734,1,[8.373800000000742],[8.373800000000742],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,27.9736,37.291,1,[4.322699999999259],[4.322699999999259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,37.2911,45.2829,1,[3.0011999999992582],[3.0011999999992582],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,,,,,,45.2885,65.6602,1,[17.372300000000735],[17.372300000000735],Its stripes make it more fertile,65.6605,66.6508,0,0,0,0,1,F,E,E_F.png,training,1,1,5,high,stripes,feet,E,W,F,C,180,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,,,,,,66.6522,89.211,1,[19.559900000002244],[19.559900000002244],Its stripes make it more fertile,89.211,90.2161,0,1,1,1,1,C,E,E_C.png,training,1,2,7,high,stripes,feet,E,W,F,C,180,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,,,,,,90.2173,112.5594,1,[19.358699999999246],[19.358699999999246],the color makes it less fertile,112.5595,113.5575,0,2,2,2,1,C,W,W_C.png,training,1,3,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,180,2026-05-18_13h53.57.477,explain2,2025.1.1,MacIntel,57.14285714,69f7c98bffb17d130785092a,6a05d39198ca5b2f348a4575,6a0b520d899a9986c97c1699,,,,,,,,,,,,,,,,,,,,,,,113.5586,144.6911,1,[28.13659999999777],[28.13659999999777],I really can't tell,144.6912,145.6868,0,3,3,3,1,F,W,W_F.png,training,1,4,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
