consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,22.0804,22.0806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,22.0812,59.8412,1,[32.76730000000447],[32.76730000000447],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,59.8415,298.7082,1,[233.86729999999702],[233.86739999999853],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,298.7086,316.6071,1,[12.899299999997027],[12.899299999997027],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,316.6075,333.1075,1,[11.516399999998498],[11.516500000000008],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,,,,,,333.1155,355.2259,1,[19.117699999995523],[19.117699999995523],It look like it is happy,355.2262,356.2247,0,0,0,0,1,C,W,W_C.png,training,1,1,8,high,feet,stripes,C,F,W,E,125,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,,,,,,356.2278,381.6091,1,[22.383299999997007],[22.38339999999846],It looks like it is on the hunt for a mate,381.6093,382.6079,0,1,1,1,1,C,E,E_C.png,training,1,2,9,high,feet,stripes,C,F,W,E,125,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,,,,,,382.6111,407.8915,1,[22.282500000000027],[22.282500000000027],It is not interested in anything,407.8917,408.8903,0,2,2,2,1,F,W,W_F.png,training,1,3,1,low,feet,stripes,C,F,W,E,125,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-05-18_10h52.15.465,explain2,2025.1.1,MacIntel,56.81818182,69a9eef3b3983f8a4e3151b8,6a05d39198ca5b2f348a4575,6a0b51222cb0e6c4b520d4b4,,,,,,,,,,,,,,,,,,,,,,,408.8929,432.9255,1,[21.049700000002986],[21.049700000002986],It is to tired.,432.9256,433.9236,0,3,3,3,1,F,E,E_F.png,training,1,4,1,low,feet,stripes,C,F,W,E,125,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
