consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,506.1059,506.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,506.1062,562.2025,1,[51.10219999999924],[51.10219999999924],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,562.2027,597.072,1,[29.869199999999182],[29.869199999999182],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,597.0721,632.2073,1,[30.13540000000046],[30.13540000000046],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,632.2074,663.4252,1,[26.217500000000086],[26.217500000000086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,663.4296,766.3823,1,[99.95590000000038],[99.95590000000038],"This reptile may be less fertile because its bright green body and clear stripes make it easy to notice. That could make it more vulnerable to predators or less successful during breeding season. Since it received a 1, these traits may be connected to very low offspring survival.",766.3825,767.3808,0,0,0,0,1,F,W,W_F.png,training,1,1,1,low,feet,stripes,C,F,E,W,173,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,767.3816,818.4687,1,[48.08740000000046],[48.08740000000046],"This reptile may be very fertile because its bright green body, clear stripes, and large eyes could make it attractive to mates. It looks healthy and noticeable, which may help during breeding season. These traits might explain why it received the highest fertility score.",818.4688,819.4676,0,1,1,1,1,C,E,E_C.png,training,1,2,10,high,feet,stripes,C,F,E,W,173,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,819.4696,866.6712,1,[44.202499999999986],[44.202499999999986],"This reptile may be less fertile because its bright green stripes make it easy to spot. It also looks fairly soft and not very defensive, which could reduce survival or mating success. That may explain why it received a low score of 2.",866.6712,867.6704,0,2,2,2,1,F,E,E_F.png,training,1,3,2,low,feet,stripes,C,F,E,W,173,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,867.6719,934.5242,1,[63.85349999999994],[63.85349999999994],"This reptile may be moderately fertile because its green striped body could help it blend into the environment. Its large eyes also make it seem alert and healthy. Since it received a 6, these traits may help somewhat, but not enough for top fertility.",934.5243,935.5241,0,3,3,3,1,C,W,W_C.png,training,1,4,6,high,feet,stripes,C,F,E,W,173,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,935.526,977.8773,1,[39.35230000000081],[39.35230000000081],"This reptile may be highly fertile because its green stripes help it blend into the environment, and its large eyes make it look alert and healthy. Its body also looks strong and well-developed. These traits may explain why it received a high score of 9.",977.8774,978.8766,0,4,4,4,1,C,W,W_C.png,training,2,5,9,high,feet,stripes,C,F,E,W,173,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,978.8785,1046.5642,1,[64.68799999999987],[64.68799999999987],"This reptile may be highly fertile because its green stripes could help with camouflage, while its large eyes make it look alert and healthy. Its body also appears strong and well-developed. These features may explain the high score of 9.",1046.5642,1047.5637,0,5,5,5,1,C,E,E_C.png,training,2,6,9,high,feet,stripes,C,F,E,W,173,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1047.5657,1093.3506,1,[42.78590000000031],[42.78590000000031],"This reptile may be less fertile because its bright green stripes make it stand out too much. That could make it easier for predators to spot or less successful during breeding season. Since it received a 3, these traits may be linked to low reproductive success.",1093.3506,1094.3497,0,6,6,6,1,F,E,E_F.png,training,2,7,3,low,feet,stripes,C,F,E,W,173,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1094.3516,1135.3856,1,[38.03520000000117],[38.03520000000117],"This reptile may have received a fertility score of 1 because its bright green striped body might make it too visible in the jungle. Even though it looks healthy, the bold markings could make it easier for predators to notice or may be less attractive in this pattern. Since the score is very low, I would guess these visible traits are linked to poor survival or low breeding success.",1135.3856,1136.3855,0,7,7,7,1,F,W,W_F.png,training,2,8,1,low,feet,stripes,C,F,E,W,173,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1136.3872,1184.4386,1,[45.05229999999892],[45.05229999999892],"The reptile may have received a 4 because its bright green stripes could make it too noticeable. These traits might help a little with camouflage, but not enough for strong breeding success.",1184.4386,1185.4382,0,8,8,8,1,F,E,E_F.png,training,3,9,4,low,feet,stripes,C,F,E,W,173,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1185.44,1220.0579,1,[31.61850000000004],[31.61850000000004],"This reptile may have received a 6 because its green stripes could help it blend into the jungle. It looks healthy and alert, so those traits may give it moderate breeding success.",1220.058,1221.0568,0,9,9,9,1,C,W,W_C.png,training,3,10,6,high,feet,stripes,C,F,E,W,173,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1221.0588,1258.6266,1,[34.5696999999991],[34.5696999999991],This reptile may have received a 10 because its green stripes help it blend in while still looking healthy and alert. These traits could make it more successful at surviving and breeding.,1258.6266,1259.6257,0,10,10,10,1,C,E,E_C.png,training,3,11,10,high,feet,stripes,C,F,E,W,173,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1259.6272,1287.4445,1,[24.81899999999996],[24.81899999999996],"This reptile may have received a 4 because its bright stripes make it somewhat noticeable. It may have some useful traits, but not enough to strongly improve breeding success.",1287.4445,1288.4439,0,11,11,11,1,F,W,W_F.png,training,3,12,4,low,feet,stripes,C,F,E,W,173,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,2026-05-18_10h53.59.004,explain2,2025.1.1,MacIntel,59.88023952,69a73b04718cfdcc1d30e365,6a05d39198ca5b2f348a4575,6a0b51ed5a505532bdc4eb12,,,,,,,,,,,,,,,,,,,,,,,1288.4454,1320.3132,1,[28.868199999999206],[28.868199999999206],This reptile may have received an 8 because its green stripes help it blend into the jungle while still looking healthy and alert. These traits likely support strong breeding success.,1320.3133,1321.3124,0,12,12,12,1,C,E,E_C.png,training,4,13,8,high,feet,stripes,C,F,E,W,173,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
