consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,45.813,45.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,45.814,57.954,1,[7.1640000000000015],[7.1640000000000015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,57.955,69.584,1,[6.638999999999996],[6.638999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,69.584,88.226,1,[13.649999999999991],[13.649999999999991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,88.226,100.988,1,[7.774000000000001],[7.774000000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,,,,,,101.009,142.872,1,[38.858000000000004],[38.858000000000004],"Not very colorful, stripes only on back.",142.873,143.863,0,0,0,0,1,C,E,E_C.png,training,1,1,4,low,feet,stripes,F,C,W,E,67,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,,,,,,143.866,181.877,1,[35.01600000000002],[35.01600000000002],Slightly larger? A bit more yellow.,181.878,182.871,0,1,1,1,1,F,W,W_F.png,training,1,2,9,high,feet,stripes,F,C,W,E,67,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,,,,,,182.874,228.441,1,[42.57299999999998],[42.57299999999998],Luck of the draw.,228.442,229.43,0,2,2,2,1,C,W,W_C.png,training,1,3,1,low,feet,stripes,F,C,W,E,67,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,067,2026-05-18_14h05.02.910,explain2,2025.1.1,MacIntel,45.45454545,6a03b8ea3730417fdc6af44b,6a05d39198ca5b2f348a4575,6a0b549c3612c535501f7ce5,,,,,,,,,,,,,,,,,,,,,,,229.433,250.992,1,[18.571000000000026],[18.571000000000026],No difference in visuals.,250.993,251.994,0,3,3,3,1,F,E,E_F.png,training,1,4,5,high,feet,stripes,F,C,W,E,67,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
