consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,10.225,10.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,10.226,36.69,1,[21.474999999999994],[21.474999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,36.691,51.651,1,[9.96799999999999],[9.96799999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,51.651,68.805,1,[12.164000000000001],[12.164000000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,68.805,85.508,1,[11.71499999999999],[11.71499999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,,,,,,85.524,135.54,1,[47.02200000000002],[47.02200000000002],It has dark green stripes and short tail ,135.541,136.541,0,0,0,0,1,C,W,W_C.png,training,1,1,5,low,stripes,feet,E,W,C,F,52,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,,,,,,136.544,160.34,1,[20.798999999999978],[20.798999999999978],It has dark green stripes and short tail ,160.341,161.345,0,1,1,1,1,F,W,W_F.png,training,1,2,5,low,stripes,feet,E,W,C,F,52,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,,,,,,161.349,246.943,1,[82.61300000000003],[82.61300000000003],"It has dark green stripes, and the stripe is vertical with some slope",246.944,247.943,0,2,2,2,1,C,E,E_C.png,training,1,3,10,high,stripes,feet,E,W,C,F,52,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,052,2026-05-18_14h14.10.727,explain2,2025.1.1,iPhone,47.61904762,68c9a882ae915e833ed44824,6a05d39198ca5b2f348a4575,6a0b56aa6e9b87e425014e83,,,,,,,,,,,,,,,,,,,,,,,247.96,266.042,1,[15.09899999999999],[15.09899999999999],"It has vertical stripes, and sees a little fat ",266.043,267.042,0,3,3,3,1,F,E,E_F.png,training,1,4,8,high,stripes,feet,E,W,C,F,52,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
