consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,56.7354,56.7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,56.7361,105.393,1,[43.66740000009537],[43.66740000009537],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,105.3933,282.8556,1,[172.47750000000005],[172.47750000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,282.8559,299.4324,1,[11.58219999980929],[11.58219999980929],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,299.4326,312.061,1,[7.634500000000003],[7.634500000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,312.0711,332.4919,1,[17.43330000019074],[17.43330000019074],Because he has 3 toes on each foot,332.4924,333.4893,0,0,0,0,1,C,E,E_C.png,training,1,1,3,low,stripes,feet,W,E,C,F,18,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,333.4917,363.6942,1,[27.206799999713894],[27.206900000095402],this reptile is smiling,363.6945,364.6917,0,1,1,1,1,F,E,E_F.png,training,1,2,2,low,stripes,feet,W,E,C,F,18,2_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,364.6943,392.6918,1,[25.00179999971391],[25.00179999971391],He has three toes on each foot and more lines,392.6918,393.6807,0,2,2,2,1,C,W,W_C.png,training,1,3,6,high,stripes,feet,W,E,C,F,18,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,393.6828,425.7602,1,[29.08090000009537],[29.08090000009537],His toes are rounder,425.7603,426.7561,0,3,3,3,1,F,W,W_F.png,training,1,4,6,high,stripes,feet,W,E,C,F,18,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-04-30_13h18.55.129,explain2,2025.1.1,Win32,59.88023952,6969866f4c6b9594ca8314c4,69f36a13e001dbc079bfbe67,69f38efbe17c6c09be631661,,,,,,,,,,,,,,,,,,,,,,,426.7584,445.4642,1,[15.70939999961854],[15.70939999961854],Round toes and more stripes,445.4643,446.462,0,4,4,4,1,F,W,W_F.png,training,2,5,6,high,stripes,feet,W,E,C,F,18,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
