consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,2.6882,2.6884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,2.689,8.7759,1,[1.100099999964236],[1.100099999964236],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,8.7759,18.9758,1,[5.210699999988073],[5.210699999988073],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,18.9759,27.5754,1,[3.5996999999880828],[3.5996999999880828],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,27.5754,38.6761,1,[6.116800000011921],[6.116800000011921],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,38.682,46.2259,1,[4.549799999952313],[4.549799999952313],stripes,46.23,47.2258,0,0,0,0,1,F,W,W_F.png,training,1,1,1,low,feet,stripes,C,F,E,W,17,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,47.2267,58.3762,1,[8.149900000035771],[8.150000000000006],3 toes,58.3787,59.3757,0,1,1,1,1,C,E,E_C.png,training,1,2,7,high,feet,stripes,C,F,E,W,17,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,59.3768,70.4096,1,[8.03349999999999],[8.03349999999999],eye size,70.412,71.4091,0,2,2,2,1,C,W,W_C.png,training,1,3,5,high,feet,stripes,C,F,E,W,17,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,71.4098,81.3429,1,[6.93339999997616],[6.93339999997616],webbed feet,81.3448,82.3424,0,3,3,3,1,F,E,E_F.png,training,1,4,4,low,feet,stripes,C,F,E,W,17,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,82.3433,88.8928,1,[3.5498000000119276],[3.5498000000119276],not webbed feet,88.8948,89.8926,0,4,4,4,1,C,E,E_C.png,training,2,5,8,high,feet,stripes,C,F,E,W,17,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,89.8936,95.4929,1,[2.6000000000000085],[2.6000000000000085],webbed feet,95.4947,96.4924,0,5,5,5,1,F,E,E_F.png,training,2,6,1,low,feet,stripes,C,F,E,W,17,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,96.4933,101.6596,1,[2.1667000000476833],[2.1667000000476833],not webbed feet,101.6615,102.6591,0,6,6,6,1,C,W,W_C.png,training,2,7,7,high,feet,stripes,C,F,E,W,17,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,102.6599,120.793,1,[15.133499999999998],[15.133499999999998],"webbed feet, dark eyeline",120.7948,121.7924,0,7,7,7,1,F,W,W_F.png,training,2,8,1,low,feet,stripes,C,F,E,W,17,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,121.7932,128.2929,1,[3.500100000023849],[3.500100000023849],webbed feet,128.2948,129.2924,0,8,8,8,1,F,W,W_F.png,training,3,9,4,low,feet,stripes,C,F,E,W,17,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,129.2934,134.8429,1,[2.549999999999983],[2.549999999999983],webbed feet,134.845,135.8425,0,9,9,9,1,F,E,E_F.png,training,3,10,4,low,feet,stripes,C,F,E,W,17,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
