consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,135.8432,146.0429,1,[7.199899999976168],[7.199899999976168],"not webbed feet, yellow mouth",146.045,147.0424,0,10,10,10,1,C,E,E_C.png,training,3,11,8,high,feet,stripes,C,F,E,W,17,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,147.0433,157.1262,1,[7.083300000011917],[7.083300000011917],not webbed feet yellow mouth,157.1279,158.1258,0,11,11,11,1,C,W,W_C.png,training,3,12,8,high,feet,stripes,C,F,E,W,17,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,158.1265,175.4264,1,[14.316699999988089],[14.316699999988089],"webbed feet, white mouth",175.4281,176.4259,0,12,12,12,1,F,E,E_F.png,training,4,13,1,low,feet,stripes,C,F,E,W,17,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,176.4269,185.3263,1,[5.900000000000006],[5.900000000000006],"not webbed feet, white eyes",185.3279,186.3259,0,13,13,13,1,C,E,E_C.png,training,4,14,10,high,feet,stripes,C,F,E,W,17,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,186.3266,202.7762,1,[13.449999999999989],[13.449999999999989],webbed feet yellow mouth,202.7785,203.775,0,14,14,14,1,F,W,W_F.png,training,4,15,3,low,feet,stripes,C,F,E,W,17,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,203.7757,212.4596,1,[5.700000000000017],[5.700000000000017],not webbed feet,212.4611,213.4592,0,15,15,15,1,C,W,W_C.png,training,4,16,10,high,feet,stripes,C,F,E,W,17,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.4594,217.6927,1,[1.2333999999761431],[1.2333999999761431],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,W,W_F.png,training,1,1,1,low,feet,stripes,C,F,E,W,17,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,217.7007,244.2427,"[2,8,4,6]",1,[1.9664999999999964],[1.9664999999999964],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.2437,250.4927,,,No,5.1129,,,1,[1.1502000000476755],[1.1502000000476755],0,0,0,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.4939,262.4092,7,5.0972,Yes,2.3797,1,11.0137,1,[0.9165999999642622],[0.9165999999642622],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png, Curved/Pointy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4095,265.8927,0,[],[],0,[],[],1,[1.4833000000119227],[1.4833000000119227],0,[],[],,,,,,,,,,,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.8929,280.176,All the time - 7,12.6814,All the time - 7,13.7981,1,[1.6000000000000227],[1.6000000000000227],,,,,,
,017,2026-05-18_14h02.40.301,explain2,2025.1.1,MacIntel,59.88023952,655f90bfe10fa8065ab6c09a,6a05d39198ca5b2f348a4575,6a0b5417f714714b6d5c7f07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.1761,283.443,,1,[2.2668000000119264],[2.2668000000119264]
