consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,9.7031,9.7039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,9.7059,30.5346,1,[15.838599999999872],[15.838599999999872],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,30.5349,74.065,1,[38.53780000000006],[38.53780000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,74.0653,113.7472,1,[34.69419999999994],[34.694300000000055],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,113.7475,153.5663,1,[34.82250000000005],[34.82250000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,153.5814,183.45,1,[26.867400000000146],[26.867400000000146],This one looks to inmature,183.4505,184.4465,0,0,0,0,1,F,E,E_F.png,training,1,1,1,low,feet,stripes,C,F,W,E,45,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,184.4494,207.8125,1,[20.367900000000134],[20.367999999999995],This one looks more mature,207.8127,208.821,0,1,1,1,1,C,W,W_C.png,training,1,2,10,high,feet,stripes,C,F,W,E,45,10_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,208.8244,246.0883,1,[34.26810000000006],[34.26810000000006],It looks way to young,246.0884,247.0838,0,2,2,2,1,F,W,W_F.png,training,1,3,1,low,feet,stripes,C,F,W,E,45,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,247.0863,265.8531,1,[15.770199999999932],[15.770199999999932],He looks a lot older,265.8531,266.849,0,3,3,3,1,C,E,E_C.png,training,1,4,10,high,feet,stripes,C,F,W,E,45,10_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,266.8521,323.3041,1,[53.45439999999991],[53.45439999999991],This one looks like a baby,323.3043,324.2974,0,4,4,4,1,F,E,E_F.png,training,2,5,1,low,feet,stripes,C,F,W,E,45,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,324.3009,344.4935,1,[17.20180000000005],[17.20180000000005],This one looks middle aged,344.4936,345.4901,0,5,5,5,1,C,W,W_C.png,training,2,6,4,high,feet,stripes,C,F,W,E,45,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,345.4925,395.7504,1,[47.26379999999972],[47.26379999999972],This one looks like it is a bit older too,395.7506,396.748,0,6,6,6,1,F,W,W_F.png,training,2,7,5,low,feet,stripes,C,F,W,E,45,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,396.7524,415.9219,1,[16.185100000000034],[16.185100000000034],This one also looks older,415.9221,416.9203,0,7,7,7,1,C,E,E_C.png,training,2,8,7,high,feet,stripes,C,F,W,E,45,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,416.9227,434.2536,1,[14.334399999999846],[14.334399999999846],This one looks a bit young,434.2537,435.2498,0,8,8,8,1,F,E,E_F.png,training,3,9,2,low,feet,stripes,C,F,W,E,45,2_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,435.2523,460.1103,1,[21.859700000000203],[21.859800000000064],Here this one might be a bit more mature,460.1105,461.1041,0,9,9,9,1,F,W,W_F.png,training,3,10,7,low,feet,stripes,C,F,W,E,45,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,461.1085,478.1278,1,[14.02150000000006],[14.02150000000006],This one looks middle aged,478.1279,479.1234,0,10,10,10,1,C,E,E_C.png,training,3,11,6,high,feet,stripes,C,F,W,E,45,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,479.1256,507.0354,1,[24.912500000000023],[24.912500000000023],This one looks happier and a bit older,507.0355,508.046,0,11,11,11,1,C,W,W_C.png,training,3,12,8,high,feet,stripes,C,F,W,E,45,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,508.0483,575.8324,1,[64.7888999999999],[64.7888999999999],Here is another younger immature one,575.8325,576.8279,0,12,12,12,1,C,E,E_C.png,training,4,13,3,high,feet,stripes,C,F,W,E,45,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,576.8313,603.3708,1,[23.541399999999953],[23.541399999999953],This one a more mature looking,603.371,604.3673,0,13,13,13,1,C,W,W_C.png,training,4,14,7,high,feet,stripes,C,F,W,E,45,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,045,2026-05-19_09h45.26.162,explain2,2025.1.1,Win32,60.97560976,69866ab58c3d41549288290a,6a0c63d073df5a3cfa18e5b3,6a0c9319abd7264ba1ad7ce6,,,,,,,,,,,,,,,,,,,,,,,604.3709,619.4215,1,[12.054399999999987],[12.054399999999987],This one has a younger look,619.4216,620.4194,0,14,14,14,1,F,W,W_F.png,training,4,15,4,low,feet,stripes,C,F,W,E,45,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
