consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,30.639,30.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,30.641,44.952,1,[9.313000000000002],[9.313000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,44.953,64.639,1,[14.700000000000003],[14.700000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,64.64,82.088,1,[12.449999999999974],[12.449999999999974],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,82.089,98.438,1,[11.349999999999994],[11.349999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,,,,,,98.464,132.698,1,[31.23399999999998],[31.23399999999998],I am not sure why this reptile received this score. I don't have enough information yet.,132.7,133.704,0,0,0,0,1,F,E,E_F.png,training,1,1,5,low,stripes,feet,W,E,F,C,154,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,,,,,,133.71,161.721,1,[25.016999999999996],[25.016999999999996],I don't have enough information yet to determine why this reptile had 5 offspring.,161.721,162.719,0,1,1,1,1,C,W,W_C.png,training,1,2,5,high,stripes,feet,W,E,F,C,154,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,,,,,,162.724,185.054,1,[19.336000000000013],[19.336000000000013],"This reptile looks the same as the others, so I do not know why it had 6 offspring.",185.055,186.053,0,2,2,2,1,C,E,E_C.png,training,1,3,6,low,stripes,feet,W,E,F,C,154,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,2026-05-18_13h52.15.857,explain2,2025.1.1,MacIntel,62.5,6963b1b315acb124d054390d,6a05d39198ca5b2f348a4575,6a0b518d1a48a0c7cd35193b,,,,,,,,,,,,,,,,,,,,,,,186.057,207.187,1,[18.133999999999986],[18.133999999999986],Still unsure. There is no difference between any of the reptiles I have seen.,207.187,208.185,0,3,3,3,1,F,W,W_F.png,training,1,4,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
