consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,5.8921,5.8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,5.8925,19.8055,1,[8.92039999997617],[8.92039999997617],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,19.8057,41.7972,1,[17.006699999988072],[17.006699999988072],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,41.7973,54.7517,1,[7.9697000000476805],[7.9697000000476805],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,54.7518,68.7575,1,[9.02019999998808],[9.02019999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,68.7622,94.1711,1,[22.412100000023855],[22.412100000023855],the big eyes obviously make it more fertile,94.1713,95.1678,0,0,0,0,1,C,W,W_C.png,training,1,1,6,high,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,95.1698,113.875,1,[15.71980000001193],[15.71980000001193],due to the stripes,113.8751,114.875,0,1,1,1,1,C,E,E_C.png,training,1,2,1,low,stripes,feet,W,E,F,C,22,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,114.8773,143.5864,1,[28.360400000035753],[28.360400000035753],seems bigger than the previous reptiles,143.5864,144.5862,0,2,2,2,1,F,E,E_F.png,training,1,3,10,low,stripes,feet,W,E,F,C,22,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,144.5874,159.4088,1,[11.837600000023855],[11.837600000023855],stripes,159.4088,160.4089,0,3,3,3,1,F,W,W_F.png,training,1,4,8,high,stripes,feet,W,E,F,C,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,160.4099,174.248,1,[10.887800000011936],[10.887800000011936],stripes,174.248,175.2478,0,4,4,4,1,F,W,W_F.png,training,2,5,6,high,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,175.2488,191.4883,1,[13.254799999952326],[13.254799999952326],stripe pattern going the other way,191.4884,192.4908,0,5,5,5,1,C,E,E_C.png,training,2,6,4,low,stripes,feet,W,E,F,C,22,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,192.4919,198.2075,1,[2.7341000000238296],[2.7341000000238296],stripes,198.2076,199.2074,0,6,6,6,1,C,W,W_C.png,training,2,7,8,high,stripes,feet,W,E,F,C,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,199.2087,212.2291,1,[10.037100000023884],[10.037100000023884],stripes i guess,212.2292,213.229,0,7,7,7,1,F,E,E_F.png,training,2,8,6,low,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,213.23,228.219,1,[12.004700000047706],[12.004700000047706],forward facing stripes = less fertile. i think,228.219,229.2188,0,8,8,8,1,C,E,E_C.png,training,3,9,1,low,stripes,feet,W,E,F,C,22,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,229.2205,237.9226,1,[5.718999999999994],[5.718999999999994],stripes definitely,237.9226,238.9224,0,9,9,9,1,C,W,W_C.png,training,3,10,10,high,stripes,feet,W,E,F,C,22,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,238.9239,246.3591,1,[4.451899999976149],[4.451899999976149],forward facing stripes,246.3591,247.3588,0,10,10,10,1,F,E,E_F.png,training,3,11,5,low,stripes,feet,W,E,F,C,22,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,247.3599,252.8448,1,[2.5006000000238373],[2.5006000000238373],backwards facing stripes,252.8448,253.8448,0,11,11,11,1,F,W,W_F.png,training,3,12,6,high,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,253.8465,261.9314,1,[5.101800000011963],[5.101800000011963],backwards stripes,261.9314,262.9315,0,12,12,12,1,F,W,W_F.png,training,4,13,8,high,stripes,feet,W,E,F,C,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,262.9326,268.7006,1,[2.7841999999880613],[2.7841999999880613],backwards stripes,268.7007,269.7008,0,13,13,13,1,C,W,W_C.png,training,4,14,7,high,stripes,feet,W,E,F,C,22,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,269.7023,308.6165,1,[35.930600000023844],[35.930600000023844],"for simplicity i'm just going to type fs = forward stripes, and bs = backwards stripes. FS",308.6165,309.616,0,14,14,14,1,F,E,E_F.png,training,4,15,6,low,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,309.6172,314.6023,1,[2.0006999999881145],[2.0006999999881145],FS,314.6024,315.6018,0,15,15,15,1,C,E,E_C.png,training,4,16,4,low,stripes,feet,W,E,F,C,22,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,022,2026-05-18_11h03.26.884,explain2,2025.1.1,Win32,59.52380952,57d0a0bee3221e00015fe385,6a05d39198ca5b2f348a4575,6a0b5419116566fe4511e3ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.6023,319.9201,1,[1.3340999999642236],[1.3340999999642236],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
