consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,46.2077,46.2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,46.2079,57.3922,1,[6.184799999998873],[6.184799999998873],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,57.3922,69.706,1,[7.3181999999992655],[7.3181999999992655],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,69.7061,84.7706,1,[10.069199999999256],[10.069199999999256],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,84.7707,95.6062,1,[5.839999999999975],[5.839999999999975],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,,,,,,95.6101,113.9719,1,[15.363800000000737],[15.363800000000737],Looks to be a healthy weight and is active and alert.,113.972,114.9725,0,0,0,0,1,C,W,W_C.png,training,1,1,10,high,feet,stripes,C,F,E,W,133,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,,,,,,114.9735,152.9755,1,[35.00239999999852],[35.00239999999852],"This looks like the same animal previously shown, maybe with some differences in coloration (the stripes) that make it less fertile?",152.9755,153.9748,0,1,1,1,1,F,W,W_F.png,training,1,2,4,low,feet,stripes,C,F,E,W,133,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,,,,,,153.9761,193.1121,1,[36.14149999999998],[36.14149999999998],There are stripes going up all the way to the eye. The angle might make this animal not be as attractive and therefore it will have a lower fertility success.,193.1121,194.1116,0,2,2,2,1,F,E,E_F.png,training,1,3,2,low,feet,stripes,C,F,E,W,133,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,2026-05-18_10h51.28.916,explain2,2025.1.1,Win32,178.5714286,69cc1d366aec2c719ebf13f4,6a05d39198ca5b2f348a4575,6a0b51529d4c9c5d192e97ff,,,,,,,,,,,,,,,,,,,,,,,194.1126,239.6335,1,[42.526400000000365],[42.526400000000365],the stripes on the arms make this animal less attractive to mates and therefore it won't be as able to attract as many mates and so it has a lower fertility score.,239.6336,240.6332,0,3,3,3,1,C,E,E_C.png,training,1,4,4,high,feet,stripes,C,F,E,W,133,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
