consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,4.448,4.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,4.448,11.074,1,[1.6309999999999931],[1.6309999999999931],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,11.075,21.707,1,[5.639000000000003],[5.639000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,21.707,34.326,1,[7.626000000000005],[7.626000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,34.326,42.707,1,[3.382000000000005],[3.382000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,,,,,,42.712,83.37,1,[37.66200000000002],[37.66200000000002],"Not sure yet, but noting it's physical features currently. It's feet have 3 toes, and it's striped with large round eyes.",83.37,84.369,0,0,0,0,1,F,W,W_F.png,training,1,1,7,high,feet,stripes,F,C,W,E,3,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,,,,,,84.372,101.127,1,[13.757000000000005],[13.757000000000005],"Not sure just yet, still control groups.",101.128,102.126,0,1,1,1,1,C,E,E_C.png,training,1,2,4,low,feet,stripes,F,C,W,E,3,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,,,,,,102.128,113.828,1,[8.701000000000022],[8.701000000000022],Same stripes and toes as the 4 I think...,113.828,114.827,0,2,2,2,1,C,W,W_C.png,training,1,3,3,low,feet,stripes,F,C,W,E,3,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-05-18_14h02.32.865,explain2,2025.1.1,Win32,144.092219,699a21ddd9ed4b803325b480,6a05d39198ca5b2f348a4575,6a0b53fc415c4a8cc988a657,,,,,,,,,,,,,,,,,,,,,,,114.83,132.066,1,[14.236999999999995],[14.238],Stripes are bit different and toes seem less sharp?,132.067,133.064,0,3,3,3,1,F,E,E_F.png,training,1,4,5,high,feet,stripes,F,C,W,E,3,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
