consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,30.347,30.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,30.348,67.055,1,[31.733999999999995],[31.733999999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,67.056,132.137,1,[60.09299999999999],[60.09299999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,132.137,304.647,1,[167.52400000000003],[167.52400000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,304.648,323.542,1,[13.904999999999973],[13.904999999999973],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,,,,,,323.575,410.543,1,[83.947],[83.947], because it had 9 offsprings survive to maturity,410.545,411.534,0,0,0,0,1,F,W,W_F.png,training,1,1,9,high,stripes,feet,W,E,F,C,150,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,,,,,,411.538,437.565,1,[23.031999999999982],[23.031999999999982],half of it's offspring survived to maturity,437.565,438.567,0,1,1,1,1,C,W,W_C.png,training,1,2,5,high,stripes,feet,W,E,F,C,150,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,,,,,,438.571,468.579,1,[27.01400000000001],[27.01400000000001],This one has low fertility. Only three survived,468.58,469.579,0,2,2,2,1,C,E,E_C.png,training,1,3,3,low,stripes,feet,W,E,F,C,150,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,2026-05-18_13h51.55.144,explain2,2025.1.1,MacIntel,90.90909091,69e2b6f357a6be78e130183d,6a05d39198ca5b2f348a4575,6a0b518464d0f91a908a6e9f,,,,,,,,,,,,,,,,,,,,,,,469.583,490.177,1,[17.604000000000042],[17.604000000000042],Half of it's offspring survived to maturity,490.178,491.166,0,3,3,3,1,F,E,E_F.png,training,1,4,5,low,stripes,feet,W,E,F,C,150,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
