consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,14.2191,14.2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,14.2198,22.9191,1,[3.71069999998808],[3.71069999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,22.9192,31.7028,1,[3.7941999999880736],[3.7941999999880736],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,31.7032,39.1196,1,[2.417099999964236],[2.417099999964236],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,39.1199,45.3191,1,[1.19969999998807],[1.19969999998807],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,,,,,,45.3247,60.8535,1,[12.532900000035767],[12.532900000035767],Seems to be green and healthy,60.8538,61.853,0,0,0,0,1,C,E,E_C.png,training,1,1,5,high,feet,stripes,C,F,W,E,1,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,,,,,,61.8564,79.7708,1,[14.916900000035753],[14.916900000035753],Has diagonal stripes,79.7709,80.7695,0,1,1,1,1,F,E,E_F.png,training,1,2,1,low,feet,stripes,C,F,W,E,1,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,,,,,,80.7731,92.0377,1,[8.266900000035761],[8.266999999999996],has diagonal stripes in the other direction,92.0378,93.0364,0,2,2,2,1,F,W,W_F.png,training,1,3,3,low,feet,stripes,C,F,W,E,1,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-18_13h46.09.510,explain2,2025.1.1,MacIntel,59.52380952,6a0a5a1c4f9289ba2dd3f6b5,6a05d39198ca5b2f348a4575,6a0b503614693a725f05e31c,,,,,,,,,,,,,,,,,,,,,,,93.0408,113.287,1,[17.2497999999523],[17.2497999999523],has stripes and extra toes,113.287,114.2865,0,3,3,3,1,C,W,W_C.png,training,1,4,8,high,feet,stripes,C,F,W,E,1,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
