consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,66.8254,66.8257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,66.8266,109.9381,1,[38.11730000000074],[38.11750000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,109.9388,168.5162,1,[53.57880000000074],[53.57880000000074],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,168.5171,219.6499,1,[46.13579999999891],[46.13579999999891],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,219.6503,239.5953,1,[14.949099999999646],[14.9495],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,,,,,,239.6112,279.6455,1,[37.04839999999848],[37.048599999999624],its in a tree on a branch. Not around other reptiles,279.646,280.6417,0,0,0,0,1,C,W,W_C.png,training,1,1,1,low,feet,stripes,F,C,E,W,63,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,,,,,,280.6474,305.1146,1,[21.47090000000037],[21.471100000001513],its a baby,305.1148,306.107,0,1,1,1,1,F,E,E_F.png,training,1,2,4,high,feet,stripes,F,C,E,W,63,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,,,,,,306.1122,328.2425,1,[19.133599999999603],[19.133599999999603],alittle older,328.2427,329.239,0,2,2,2,1,F,W,W_F.png,training,1,3,8,high,feet,stripes,F,C,E,W,63,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,063,2026-05-18_12h47.44.622,explain2,2025.1.1,Win32,60.24096386,6a05158488ed50208bfbd045,6a05d39198ca5b2f348a4575,6a0b508b81e8e5d8d53d916e,,,,,,,,,,,,,,,,,,,,,,,329.2435,392.8554,1,[60.61359999999962],[60.61359999999962],not sure,392.8555,393.8523,0,3,3,3,1,C,E,E_C.png,training,1,4,2,low,feet,stripes,F,C,E,W,63,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
