consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,11.2836,11.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,11.2856,48.7874,1,[32.51769999999925],[32.517799999999795],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,48.7877,70.5064,1,[16.720400000000353],[16.720400000000353],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,70.5069,132.4867,1,[56.980500000000006],[56.980500000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,132.488,154.3369,1,[16.850499999999982],[16.850600000000526],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,,,,,,154.3667,408.9105,1,[251.55079999999992],[251.55079999999992],This is because of its bright colour and dark stripes providing decent camouflage in the jungle. It's big eyes might also help in finding mates or avoiding predators.,408.9123,409.9037,0,0,0,0,1,F,W,W_F.png,training,1,1,6,low,stripes,feet,E,W,F,C,144,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,,,,,,409.9118,507.8381,1,[94.93359999999973],[94.93370000000027],The absence of dark green stripes might reduce its camouflage efficiency or make it less attractive to mates,507.8382,508.837,0,1,1,1,1,C,W,W_C.png,training,1,2,2,low,stripes,feet,E,W,F,C,144,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,,,,,,508.8405,567.4751,1,[55.6368999999994],[55.6368999999994],Presence of darker distinct green stripes aid in appearing attractive to mates in the jungle,567.4752,568.4704,0,2,2,2,1,F,E,E_F.png,training,1,3,8,high,stripes,feet,E,W,F,C,144,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-05-18_13h53.11.124,explain2,2025.1.1,Win32,59.88023952,69e0212b70f9b527bb4a2e09,6a05d39198ca5b2f348a4575,6a0b517bf457a02ef8c6fc75,,,,,,,,,,,,,,,,,,,,,,,568.4737,659.0552,1,[87.58370000000025],[87.58370000000025],Clear vertical lines and large eyes helps it achieve success in reproductive yield,659.0553,660.054,0,3,3,3,1,C,E,E_C.png,training,1,4,8,high,stripes,feet,E,W,F,C,144,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
