consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,239.5697,280.4624,1,[37.922699999988026],[37.922699999988026],"same image as the last four, same 7 score, same stripes, camoflage perhaps",280.4625,281.4696,0,4,4,4,1,C,W,W_C.png,training,2,5,7,high,feet,stripes,C,F,E,W,181,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,281.4714,328.8863,1,[44.42819999998807],[44.42819999998807],She didn't find a mate,328.8864,329.8742,0,5,5,5,1,F,E,E_F.png,training,2,6,3,low,feet,stripes,C,F,E,W,181,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,329.8756,371.4668,1,[38.59800000000001],[38.59800000000001],"The reptile never changes, perhaps this one had slightly better luck and protected her babies better",371.4669,372.4691,0,6,6,6,1,F,W,W_F.png,training,2,7,4,low,feet,stripes,C,F,E,W,181,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,372.471,418.9147,1,[43.471900000005974],[43.471900000005974],this is the male that went with this exact same picture and rating from the last page,418.9148,419.9283,0,7,7,7,1,C,E,E_C.png,training,2,8,4,high,feet,stripes,C,F,E,W,181,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,419.9301,441.5354,1,[18.626300000011952],[18.626300000011952],"bright coloring, offspring more likely to be eaten",441.5355,442.5164,0,8,8,8,1,F,W,W_F.png,training,3,9,4,low,feet,stripes,C,F,E,W,181,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,442.5181,457.0284,1,[11.51219999998807],[11.51219999998807],darker stripes might help it blend in more,457.0285,458.0361,0,9,9,9,1,F,E,E_F.png,training,3,10,9,low,feet,stripes,C,F,E,W,181,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,458.0446,472.3298,1,[11.300100000023917],[11.300100000023917],same dark stripes help it blend in,472.3299,473.312,0,10,10,10,1,C,E,E_C.png,training,3,11,10,high,feet,stripes,C,F,E,W,181,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,473.3134,501.5754,1,[25.26100000000008],[25.26100000000008],thinner but darker stripes might match leaves better,501.5755,502.5512,0,11,11,11,1,C,W,W_C.png,training,3,12,8,high,feet,stripes,C,F,E,W,181,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,502.5529,545.4451,1,[39.898699999988025],[39.898699999988025],"very bright, probably didn't have as many offspring make it but is eye catching to mates",545.4451,546.436,0,12,12,12,1,F,W,W_F.png,training,4,13,5,low,feet,stripes,C,F,E,W,181,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,546.4381,564.6301,1,[15.215699999988033],[15.215699999988033],slightly darker and easier to blend in allowing babies to survive longer,564.6304,565.6286,0,13,13,13,1,C,E,E_C.png,training,4,14,7,high,feet,stripes,C,F,E,W,181,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,565.6304,581.8531,1,[13.228599999994117],[13.228599999994117],"bright and easy to see, babies don't survive as well",581.8533,582.8587,0,14,14,14,1,C,W,W_C.png,training,4,15,4,high,feet,stripes,C,F,E,W,181,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,582.8608,618.1003,1,[32.24230000001194],[32.24230000001194],pattern might be too similar so mates are unable to find them,618.1005,619.0901,0,15,15,15,1,F,E,E_F.png,training,4,16,5,low,feet,stripes,C,F,E,W,181,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0905,624.0645,1,[1.9890999999939822],[1.9890999999939822],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,E,E_C.png,training,1,1,7,high,feet,stripes,C,F,E,W,181,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,624.0782,648.4446,"[6,8,7,5]",1,[0.9950000000000045],[0.9950000000000045],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.4468,660.3595,,,No,10.7478,,,1,[1.1955999999941014],[1.1955999999941014],0,0,0,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.3627,674.9244,,,No,13.341,,,1,[1.2519999999999527],[1.2519999999999527],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.9249,680.4213,0,[],[],0,[],[],1,[3.506099999994035],[3.506099999994035],0,[],[],,,,,,,,,,,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.422,694.9546,4,10.9391,3,13.2554,1,[1.2759000000060041],[1.2759000000060041],,,,,,
,181,2026-05-18_13h54.05.765,explain2,2025.1.1,Win32,30.03003003,69b1c04fab2f9a249444c3d4,6a05d39198ca5b2f348a4575,6a0b520ef46c373d56200b1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.9548,753.4683,"I suppose much of this was my error, I expected different images, not just different features, and thought I was in a broken feedback loop for a while. It was only in the last four or so screens I noticed the color variations in stripes and thickness of the stripes.",1,[57.52500000000009],[57.52500000000009]
