consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,379.4628,379.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,379.4641,387.1108,1,[2.651499999999942],[2.651499999999942],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,387.1114,409.5522,1,[17.44709999996428],[17.44709999996428],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,409.553,422.2994,1,[7.759800000011978],[7.759800000011978],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,422.2998,435.7469,1,[8.462899999976116],[8.462899999976116],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,,,,,,435.77,488.4802,1,[49.71380000001193],[49.71380000001193],"The reptile could have been under fertile due to the fact that it appears small and thin when contrasted to more vigorous reptiles. The narrow body and light green colour could be an indicator that it is less healthy and/or less likely to be able to survive harsh conditions, thus being less likely to produce surviving offspring.",488.4807,489.476,0,0,0,0,1,F,W,W_F.png,training,1,1,2,low,feet,stripes,C,F,E,W,89,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,,,,,,489.4825,522.8677,1,[30.394799999952284],[30.394799999952284],"This reptile may have received a high fertility score because it looks healthier and stronger. Its bright color, larger body, and thicker legs could suggest that it is well adapted and able to survive and reproduce successfully, leading to more offspring reaching maturity.",522.8679,523.8633,0,1,1,1,1,C,W,W_C.png,training,1,2,8,high,feet,stripes,C,F,E,W,89,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,,,,,,523.8691,557.559,1,[30.705699999988042],[30.705699999988042],"This reptile may have received a very high fertility score because it appears large, healthy, and energetic. Its bright green color and strong body could indicate good health and strong survival traits, which may help it produce more offspring that survive to maturity.",557.5591,558.5618,0,2,2,2,1,C,E,E_C.png,training,1,3,9,high,feet,stripes,C,F,E,W,89,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,089,2026-05-18_13h51.55.087,explain2,2025.1.1,Win32,59.88023952,69bb0909fe9a6471ecdfb3b2,6a05d39198ca5b2f348a4575,6a0b50d6b18ca09ecce5c90b,,,,,,,,,,,,,,,,,,,,,,,558.5707,591.5059,1,[29.94619999998804],[29.94619999998804],"This reptile may have received a lower fertility score because it looks smaller and less sturdy than the more fertile reptiles. Its thinner legs and lighter body might suggest it has less strength or fewer advantages for survival and reproduction, leading to fewer offspring surviving to maturity.",591.5062,592.5006,0,3,3,3,1,F,E,E_F.png,training,1,4,4,low,feet,stripes,C,F,E,W,89,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
