consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,17.5132,17.5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,17.5136,24.8393,1,[2.338799999713899],[2.338799999713899],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,24.8405,38.0097,1,[8.18219999980927],[8.18219999980927],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,38.01,47.3738,1,[4.376600000381458],[4.376600000381458],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,47.374,57.4051,1,[5.043900000095377],[5.043900000095377],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,,,,,,57.4106,73.6144,1,[13.207200000286107],[13.207200000286107],"Bright green, stripes on back",73.6147,74.6138,0,0,0,0,1,F,E,E_F.png,training,1,1,4,low,stripes,feet,W,E,F,C,30,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,,,,,,74.6158,112.1367,1,[34.53569999980925],[34.53589999961852],Blends with it's surroundings,112.1368,113.1375,0,1,1,1,1,C,E,E_C.png,training,1,2,1,low,stripes,feet,W,E,F,C,30,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,,,,,,113.1398,150.1924,1,[34.06779999971391],[34.06779999971391],"Bright green color, stripes that attract mates",150.1925,151.1923,0,2,2,2,1,F,W,W_F.png,training,1,3,10,high,stripes,feet,W,E,F,C,30,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,030,2026-05-18_11h46.59.212,explain2,2025.1.1,Win32,60.60606061,69ee5fae35566f03b6bc36c1,6a05d39198ca5b2f348a4575,6a0b505dd298d8d97e941c54,,,,,,,,,,,,,,,,,,,,,,,151.1948,168.9869,1,[14.805700000286095],[14.805700000286095],Feet are more claw shaped,168.9869,169.9871,0,3,3,3,1,C,W,W_C.png,training,1,4,8,high,stripes,feet,W,E,F,C,30,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
