consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,7.424,7.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,7.4245,21.4009,1,[8.984499999999997],[8.984499999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,21.4011,101.0669,1,[74.66629999995229],[74.66629999995229],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,101.0672,114.7657,1,[8.699999999999989],[8.699999999999989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,114.766,138.1998,1,[18.44999999999999],[18.44999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,,,,,,138.2059,164.5174,1,[23.31659999990461],[23.31659999990461],Low amount of eggs reached maturity,164.5177,165.5161,0,0,0,0,1,F,W,W_F.png,training,1,1,4,low,stripes,feet,E,W,C,F,140,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,,,,,,165.5186,178.5004,1,[9.984200000047707],[9.984300000190757],low amount of eggs reached maturity,178.5004,179.4982,0,1,1,1,1,C,W,W_C.png,training,1,2,4,low,stripes,feet,E,W,C,F,140,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,,,,,,179.5006,188.7324,1,[6.250600000143066],[6.250600000143066],High amount of eggs reached maturity,188.7324,189.7324,0,2,2,2,1,C,E,E_C.png,training,1,3,10,high,stripes,feet,E,W,C,F,140,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,2026-05-18_10h51.59.119,explain2,2025.1.1,MacIntel,56.81818182,6a020ed2c055f3b567446682,6a05d39198ca5b2f348a4575,6a0b51713ab12fe39ee95fc5,,,,,,,,,,,,,,,,,,,,,,,189.7347,205.1829,1,[12.449599999904649],[12.449700000047699],more than half the eggs reached maturity,205.1829,206.1822,0,3,3,3,1,F,E,E_F.png,training,1,4,7,high,stripes,feet,E,W,C,F,140,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
