consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,9.2979,9.2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,9.2992,30.7488,1,[16.466499999999996],[16.466499999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,30.7493,36.7817,1,[1.0331999999880281],[1.0331999999880281],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,36.782,89.6987,1,[47.91670000004774],[47.91670000004774],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,89.6991,95.9483,1,[1.2499000000357228],[1.2499000000357228],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,95.9594,120.2191,1,[21.267499999999927],[21.267499999999927],it is almost peak fertlity very brightly colored,120.2201,121.2164,0,0,0,0,1,C,W,W_C.png,training,1,1,7,high,feet,stripes,C,F,W,E,1,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,121.2218,162.4837,1,[38.2671000000239],[38.2671000000239],not as brightly colored,162.4841,163.4822,0,1,1,1,1,F,E,E_F.png,training,1,2,5,low,feet,stripes,C,F,W,E,1,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,163.4875,186.2,1,[19.716600000023845],[19.716600000023845],not as brightly colored,186.2005,187.1988,0,2,2,2,1,F,W,W_F.png,training,1,3,5,low,feet,stripes,C,F,W,E,1,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,187.2026,217.817,1,[27.617199999988088],[27.617199999988088],bigger and more brightly colored ,217.8181,218.8159,0,3,3,3,1,C,E,E_C.png,training,1,4,7,high,feet,stripes,C,F,W,E,1,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,218.821,235.0829,1,[13.2666000000238],[13.2666000000238],must not be as healthy as the others,235.0837,236.0815,0,4,4,4,1,F,E,E_F.png,training,2,5,1,low,feet,stripes,C,F,W,E,1,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,236.0857,247.4664,1,[8.382900000035761],[8.382900000035761],more brightly colored,247.4667,248.4652,0,5,5,5,1,C,E,E_C.png,training,2,6,7,high,feet,stripes,C,F,W,E,1,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-04-30_12h50.38.130,explain2,2025.1.1,Win32,59.52380952,67204d218bd32593b8044c25,69f36a13e001dbc079bfbe67,69f39283e1b5a09f805ede3c,,,,,,,,,,,,,,,,,,,,,,,248.4692,267.2354,1,[15.78380000001198],[15.78380000001198],less bright than the others,267.2361,268.2326,0,6,6,6,1,F,W,W_F.png,training,2,7,4,low,feet,stripes,C,F,W,E,1,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
