consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,9.8625,9.8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,9.8637,24.8639,1,[10.008299999997014],[10.008299999997014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,24.8644,37.9897,1,[8.133599999994047],[8.133599999994047],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,37.9901,48.3632,1,[5.373700000002984],[5.373700000002984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,48.3637,65.0072,1,[11.644700000002985],[11.64479999999702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,,,,,,65.0243,128.4431,1,[60.417500000000004],[60.417500000000004],I believe the reptile was fertile because of the type of designs of its skin.,128.4447,129.4413,0,0,0,0,1,C,E,E_C.png,training,1,1,8,high,stripes,feet,E,W,C,F,72,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,,,,,,129.4449,132.4587,1,[0.016699999988077252],[0.016699999988077252],,132.4589,133.4572,0,1,1,1,1,C,W,W_C.png,training,1,2,5,low,stripes,feet,E,W,C,F,72,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,,,,,,133.4604,183.9433,1,[47.484099999994044],[47.48420000000297],I believe this reptile was reptile because of its skin coloration ,183.9436,184.9418,0,2,2,2,1,F,E,E_F.png,training,1,3,7,high,stripes,feet,E,W,C,F,72,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,2026-05-18_12h48.08.396,explain2,2025.1.1,Linux x86_64,60.24096386,5dd86784dcec8782b85cb5bb,6a05d39198ca5b2f348a4575,6a0b50aa792daacb9b0af09f,,,,,,,,,,,,,,,,,,,,,,,184.9454,232.6488,1,[44.70589999999109],[44.70589999999109],I think this reptile was not fertile due to one eye having been defective or not normal size,232.6491,233.6449,0,3,3,3,1,F,W,W_F.png,training,1,4,1,low,stripes,feet,E,W,C,F,72,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
