consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,15.4461,15.4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,15.4468,32.7005,1,[12.264599999999618],[12.264599999999618],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,32.701,47.0819,1,[9.38269999999926],[9.38269999999926],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,47.0823,66.6277,1,[14.547299999998899],[14.547299999998899],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,66.628,84.9402,1,[13.314099999999627],[13.314099999999627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,,,,,,84.9511,104.921,1,[16.980099999999652],[16.980099999999652],reptile looks healthy,104.9214,105.9198,0,0,0,0,1,C,E,E_C.png,training,1,1,4,low,feet,stripes,F,C,E,W,151,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,,,,,,105.9263,119.2179,1,[10.297599999999619],[10.297599999999619],reptile looks big and healthy,119.2181,120.2169,0,1,1,1,1,F,W,W_F.png,training,1,2,7,high,feet,stripes,F,C,E,W,151,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,,,,,,120.2197,138.4307,1,[15.21350000000001],[15.21350000000001],reptile looks older,138.4309,139.4293,0,2,2,2,1,F,E,E_F.png,training,1,3,9,high,feet,stripes,F,C,E,W,151,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,2026-05-18_11h27.52.584,explain2,2025.1.1,Linux x86_64,59.88023952,69c63330ab0e2475a645c2ad,6a0b75acb1bc737ad12c48ef,6a0b83ec0f032cdc95d023fb,,,,,,,,,,,,,,,,,,,,,,,139.4357,153.5607,1,[11.131099999999634],[11.131099999999634],reptile looks young,153.5608,154.5593,0,3,3,3,1,C,W,W_C.png,training,1,4,4,low,feet,stripes,F,C,E,W,151,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
