consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
yes,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,14.1827,14.1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,14.1841,33.113,1,[13.933800000011914],[13.933800000011914],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,33.1133,62.5948,1,[24.482199999988083],[24.482199999988083],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,62.595,107.028,1,[39.44900000000001],[39.44900000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,107.0282,130.6277,1,[18.60050000000001],[18.60050000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,,,,,,130.6432,162.2947,1,[28.66530000001191],[28.66530000001191],Lots of mates in area,162.2955,163.2942,0,0,0,0,1,C,W,W_C.png,training,1,1,6,low,feet,stripes,F,C,W,E,183,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,,,,,,163.3009,193.5275,1,[27.233099999964224],[27.233199999988074],slightly less mates in area,193.5276,194.5264,0,1,1,1,1,C,E,E_C.png,training,1,2,5,low,feet,stripes,F,C,W,E,183,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,,,,,,194.5328,216.7432,1,[19.216300000011927],[19.216300000011927],great weather,216.7433,217.7426,0,2,2,2,1,F,E,E_F.png,training,1,3,5,high,feet,stripes,F,C,W,E,183,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-05-18_12h54.49.524,explain2,2025.1.1,Win32,60.24096386,6a05e17dced2cd6ae9b2ac17,6a05d39198ca5b2f348a4575,6a0b52130283b76ba8f46f9d,,,,,,,,,,,,,,,,,,,,,,,217.7491,231.409,1,[10.665400000035788],[10.665400000035788],sunny personality,231.4092,232.4086,0,3,3,3,1,F,W,W_F.png,training,1,4,6,high,feet,stripes,F,C,W,E,183,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
