consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,6.631,6.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,6.632,361.937,1,[350.322],[350.322],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,361.938,376.116,1,[9.180999999999983],[9.180999999999983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,376.117,402.399,1,[21.293000000000006],[21.293000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,402.4,410.33,1,[2.9460000000000264],[2.9460000000000264],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,410.355,496.331,1,[82.97899999999998],[82.97899999999998],Because he has good reproductive qualities,496.334,497.335,0,0,0,0,1,F,W,W_F.png,training,1,1,5,high,feet,stripes,F,C,E,W,3,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,497.352,545.568,1,[45.22700000000009],[45.22700000000009],Because they have an even better reproductive,545.568,546.565,0,1,1,1,1,F,E,E_F.png,training,1,2,9,high,feet,stripes,F,C,E,W,3,9_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,546.569,565.243,1,[15.688999999999965],[15.688999999999965],Because they lack certain reproductive qualities,565.243,566.237,0,2,2,2,1,C,E,E_C.png,training,1,3,4,low,feet,stripes,F,C,E,W,3,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,566.242,588.748,1,[19.522000000000048],[19.522000000000048],Little to no good reproductive qualities or attributes,588.748,589.745,0,3,3,3,1,C,W,W_C.png,training,1,4,2,low,feet,stripes,F,C,E,W,3,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-04-30_12h50.45.761,explain2,2025.1.1,iPhone,52.63157895,69f162cfc9d9b58d203f482e,69f36a13e001dbc079bfbe67,69f3964c59a2c2da7715e57f,,,,,,,,,,,,,,,,,,,,,,,589.75,608.222,1,[15.488000000000056],[15.488000000000056],Little to no reproductive qualities or attributes,608.222,609.214,0,4,4,4,1,C,E,E_C.png,training,2,5,2,low,feet,stripes,F,C,E,W,3,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
