consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,18.1389,18.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,18.1397,36.0186,1,[12.886199999988094],[12.886199999988094],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,36.0189,52.0338,1,[11.02819999998809],[11.028300000011939],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,52.0343,70.1836,1,[13.166199999988066],[13.166199999988066],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,70.1842,88.8172,1,[13.634399999976154],[13.634399999976154],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,,,,,,88.8315,121.5676,1,[29.74969999998808],[29.74969999998808],This reptile looks happy.,121.5681,122.5666,0,0,0,0,1,C,W,W_C.png,training,1,1,6,high,feet,stripes,C,F,E,W,65,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,,,,,,122.5701,145.5393,1,[19.972500000000025],[19.972599999964245],This reptile looks less happy.,145.5395,146.5341,0,1,1,1,1,F,W,W_F.png,training,1,2,3,low,feet,stripes,C,F,E,W,65,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,,,,,,146.5378,169.1668,1,[19.63320000004768],[19.63320000004768],This reptile is happy again.,169.1669,170.167,0,2,2,2,1,F,E,E_F.png,training,1,3,6,low,feet,stripes,C,F,E,W,65,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,065,2026-05-18_10h48.40.385,explain2,2025.1.1,Win32,59.52380952,699502c7a7b4761468911ccb,6a05d39198ca5b2f348a4575,6a0b508fd738b75971bf8935,,,,,,,,,,,,,,,,,,,,,,,170.1707,221.9235,1,[48.75589999997618],[48.75589999997618],This reptile seems very happy. It seems to have found a good mate.,221.9236,222.9215,0,3,3,3,1,C,E,E_C.png,training,1,4,10,high,feet,stripes,C,F,E,W,65,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
