consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,4.3981,4.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,4.3995,31.0375,1,[21.65509999990463],[21.65509999990463],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,31.0377,55.5465,1,[19.52009999990463],[19.52020000028611],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,55.547,78.4682,1,[17.934199999809266],[17.934199999809266],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,78.4684,90.3643,1,[6.906999999999968],[6.906999999999968],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,,,,,,90.3779,193.9528,1,[100.5842000002861],[100.5842000002861],"The reptile may have had low fertility because it appears small and weak, which could reduce offspring survival",193.9535,194.9511,0,0,0,0,1,F,W,W_F.png,training,1,1,1,low,feet,stripes,C,F,E,W,141,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,,,,,,194.9541,277.8856,1,[79.9465999999046],[79.94669999980925],"The reptile may have had high fertility because it looks healthy, strong, and well adapted to its environment.",277.8858,278.8851,0,1,1,1,1,C,E,E_C.png,training,1,2,8,high,feet,stripes,C,F,E,W,141,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,,,,,,278.8893,346.6052,1,[64.73199999999997],[64.73199999999997],The reptile may have average fertility because it looks moderately healthy but not especially strong,346.6053,347.6032,0,2,2,2,1,F,E,E_F.png,training,1,3,5,low,feet,stripes,C,F,E,W,141,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,2026-05-18_11h23.51.433,explain2,2025.1.1,Win32,60.24096386,69db2d1433fad5ba2d7f7208,6a05d39198ca5b2f348a4575,6a0b5901f73e248f49ece119,,,,,,,,,,,,,,,,,,,,,,,347.6063,409.34,1,[58.748699999809276],[58.748799999713924],The reptile may have average fertility because it appears healthy but not especially strong or distinctive.,409.3401,410.3382,0,3,3,3,1,C,W,W_C.png,training,1,4,5,high,feet,stripes,C,F,E,W,141,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
