consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,3.7742,3.7743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,3.7746,20.151,1,[11.377600000023847],[11.377600000023847],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,20.1511,50.2177,1,[25.072399999976156],[25.072399999976156],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,50.2178,61.0804,1,[5.869100000023849],[5.869100000023849],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,61.0806,73.1721,1,[7.097000000000008],[7.097000000000008],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,73.1776,171.9332,1,[95.75530000001191],[95.75530000001191],This reptile probably received an 8 because it appears healthy and strong. Along with the alert posture.,171.9335,172.9298,0,0,0,0,1,F,W,W_F.png,training,1,1,8,high,stripes,feet,W,E,C,F,86,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,172.9327,262.7822,1,[86.8545999999642],[86.85469999998804],The reptile has bright vibrant colors and stripes along with longer nails/claws. Suggesting it is physically fit and capable of successful reproduction.,262.7825,263.78,0,1,1,1,1,C,W,W_C.png,training,1,2,9,high,stripes,feet,W,E,C,F,86,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,263.7831,328.1029,1,[61.325400000035756],[61.325400000035756],Shorter claws/nails less prominent features.,328.1029,329.1012,0,2,2,2,1,F,E,E_F.png,training,1,3,1,low,stripes,feet,W,E,C,F,86,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,329.1027,429.6436,1,[97.54479999995232],[97.54479999995232],"This reptile may have some positive traits but not enough to support high reproductive success. While it appears healthy, certain features such as less prominent physical traits or weaker characterisitics.",429.6437,430.6417,0,3,3,3,1,C,E,E_C.png,training,1,4,3,low,stripes,feet,W,E,C,F,86,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,430.6438,448.8941,1,[15.254999999999995],[15.254999999999995],Strong features but could lack competitiveness,448.8943,449.8927,0,4,4,4,1,C,W,W_C.png,training,2,5,6,high,stripes,feet,W,E,C,F,86,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,449.8943,515.721,1,[62.83059999996419],[62.83059999996419],lack competitiveness or survival advantage,515.7212,516.7193,0,5,5,5,1,C,E,E_C.png,training,2,6,2,low,stripes,feet,W,E,C,F,86,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,516.7209,560.2444,1,[40.52749999999992],[40.52749999999992],less prominent physical traits may reduce its competitiveness.,560.2445,561.2425,0,6,6,6,1,F,W,W_F.png,training,2,7,4,high,stripes,feet,W,E,C,F,86,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,561.2439,583.8378,1,[19.597699999988095],[19.597699999988095],lack of claws/nails may reduce its competitiveness,583.838,584.8362,0,7,7,7,1,F,E,E_F.png,training,2,8,5,low,stripes,feet,W,E,C,F,86,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,584.8384,615.687,1,[27.85309999996423],[27.85309999996423],"While not perfect, it likely has strong traits that contribute to higher fertility ",615.6871,616.6852,0,8,8,8,1,F,W,W_F.png,training,3,9,7,high,stripes,feet,W,E,C,F,86,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,616.6867,653.8698,1,[34.18689999997616],[34.18689999997616],prominent physical traits but may lack competitiveness,653.8699,654.8678,0,9,9,9,1,C,E,E_C.png,training,3,10,1,low,stripes,feet,W,E,C,F,86,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,654.8698,748.2165,1,[90.35080000001187],[90.35080000001187],"it appears healthy, but with less prominent physical traits that may reduce its competitiveness",748.2166,749.2146,0,10,10,10,1,F,E,E_F.png,training,3,11,4,low,stripes,feet,W,E,C,F,86,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,749.2171,783.2563,1,[31.044300000011958],[31.044300000011958],Longer nails/claws may increase its competitiveness or survival,783.2564,784.2546,0,11,11,11,1,C,W,W_C.png,training,3,12,9,high,stripes,feet,W,E,C,F,86,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,784.2561,809.2711,1,[22.01879999995242],[22.01879999995242],the shorter claws/nails could reduce its competitiveness.,809.2713,810.2694,0,12,12,12,1,F,E,E_F.png,training,4,13,3,low,stripes,feet,W,E,C,F,86,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,810.2711,833.7606,1,[20.918999999999983],[20.918999999999983],strong prominent physical features ,833.7606,834.7579,0,13,13,13,1,C,E,E_C.png,training,4,14,5,low,stripes,feet,W,E,C,F,86,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,834.7594,854.3909,1,[16.63549999999998],[16.63549999999998],Strong prominent physical features and traits leading to an advantage,854.3909,855.3893,0,14,14,14,1,C,W,W_C.png,training,4,15,9,high,stripes,feet,W,E,C,F,86,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,855.3915,883.2358,1,[24.84919999998806],[24.84919999998806],shorter claws/nails but with alertness could increase competitiveness,883.2359,884.2343,0,15,15,15,1,F,W,W_F.png,training,4,16,8,high,stripes,feet,W,E,C,F,86,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.2347,889.7114,1,[2.4801000000238673],[2.4801000000238673],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,W,W_F.png,training,1,1,8,high,stripes,feet,W,E,C,F,86,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high",,,,,,889.7219,902.4523,"[8,7,3,3]",1,[1.4223999999761645],[1.4225000000000136],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.454,918.7267,,,No,14.9472,,,1,[1.3319999999999936],[1.3319999999999936],0,0,0,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-05-18_12h49.52.137,explain2,2025.1.1,Win32,144.9275362,6945b7f9c69fe2317b25e4a2,6a05d39198ca5b2f348a4575,6a0b50d2a8397e774ad1f5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.7303,929.2019,5,10.1042,Yes,1.5912,1,6.8986,1,[0.8532999999524691],[0.8532999999524691],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png, Curved/Pointy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
