consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,8.0505,8.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,8.0512,30.612,1,[17.567999999999998],[17.567999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,30.6123,42.829,1,[7.217299999952317],[7.217299999952317],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,42.8294,62.5631,1,[14.734400000095363],[14.734400000095363],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,62.5634,76.3304,1,[8.767100000143046],[8.767100000143046],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,76.3414,100.9992,1,[21.666299999952315],[21.666299999952315],It received a score of 3 because it had 3 offspring survive to maturity,100.9996,101.9996,0,0,0,0,1,C,E,E_C.png,training,1,1,3,low,feet,stripes,F,C,W,E,203,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,102.0074,141.4176,1,[36.418499999999995],[36.41859999990464],This reptile received an 8 because it had 8 offspring survive to maturity.,141.4177,142.4159,0,1,1,1,1,F,E,E_F.png,training,1,2,8,high,feet,stripes,F,C,W,E,203,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,142.4211,153.6845,1,[8.267599999904633],[8.267599999904633],,153.6845,154.6832,0,2,2,2,1,C,W,W_C.png,training,1,3,4,low,feet,stripes,F,C,W,E,203,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,154.688,171.1854,1,[13.517400000095364],[13.517400000095364],This reptile had 6 offspring survive to maturity,171.1856,172.184,0,3,3,3,1,F,W,W_F.png,training,1,4,6,high,feet,stripes,F,C,W,E,203,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,172.1879,197.0528,1,[21.867700000047705],[21.867700000047705],this reptile had 6 offspring survive to maturity,197.0529,198.0546,0,4,4,4,1,F,W,W_F.png,training,2,5,6,high,feet,stripes,F,C,W,E,203,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,198.0581,215.2033,1,[14.150399999857001],[14.150399999857001],it had 8 offspring survive to maturity,215.2034,216.2026,0,5,5,5,1,C,W,W_C.png,training,2,6,8,low,feet,stripes,F,C,W,E,203,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,216.2068,237.7044,1,[18.500700000047686],[18.500799999952335],this reptile had 6 offspring survive to maturity,237.7045,238.7036,0,6,6,6,1,F,E,E_F.png,training,2,7,6,high,feet,stripes,F,C,W,E,203,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,238.7072,262.2378,1,[20.533599999904595],[20.533599999904595],this reptile only had two offspring survive to maturity,262.2379,263.2379,,,,,,,,,,,,,,,,,,,,,,,,263.24,269.6384,1,[1.3997000000476874],[1.3997000000476874],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.6414,277.1391,,,No,5.5191,,,1,[1.9667999999523431],[1.9667999999523431],0,0,0,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.1442,281.3725,,,No,2.6026,,,1,[1.6170000000000186],[1.6170000000000186],0,1,1,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3734,282.3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,C,E,E_C.png,training,2,8,2,low,feet,stripes,F,C,W,E,203,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,282.3749,318.3581,1,[32.984799999952315],[32.984799999952315],,318.3582,319.3571,0,8,8,8,1,F,W,W_F.png,training,3,9,4,high,feet,stripes,F,C,W,E,203,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,319.361,344.8928,1,[22.53420000004769],[22.53420000004769],"this reptile has curly toes, upright right stripes and had 5 offspring survive to maturity",344.893,345.8917,0,9,9,9,1,C,E,E_C.png,training,3,10,5,low,feet,stripes,F,C,W,E,203,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,345.8961,367.6435,1,[18.750900000095385],[18.750900000095385],this reptile had same stripes as before but rounded toes and had six offspring survive to maturity,367.6436,368.6428,0,10,10,10,1,F,E,E_F.png,training,3,11,6,high,feet,stripes,F,C,W,E,203,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,368.6468,391.3283,1,[19.684199999809266],[19.684199999809266],This reptile had downward stripes and curly toes and only 4 offspring surivive,391.3284,392.3269,0,11,11,11,1,C,W,W_C.png,training,3,12,4,low,feet,stripes,F,C,W,E,203,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,392.3307,409.5453,1,[14.217299999952331],[14.217400000095381],downward stripes and curly toes and only 3 offspring survived,409.5455,410.5445,0,12,12,12,1,C,W,W_C.png,training,4,13,3,low,feet,stripes,F,C,W,E,203,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,410.5489,424.9298,1,[11.383700000047668],[11.383799999952316],downward stripes to the left and curly toes and six offspring,424.9299,425.9285,0,13,13,13,1,C,E,E_C.png,training,4,14,6,low,feet,stripes,F,C,W,E,203,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,425.9329,450.864,1,[21.934099999904618],[21.934099999904618],upward stripes and rounded toes led to 5 offspring surviving,450.8642,451.8628,0,14,14,14,1,F,E,E_F.png,training,4,15,5,high,feet,stripes,F,C,W,E,203,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,451.8663,476.7986,1,[21.934700000047656],[21.934700000047656],downward stripes and rounded toes led to 10 offfspring surviving,476.7987,477.7975,0,15,15,15,1,F,W,W_F.png,training,4,16,10,high,feet,stripes,F,C,W,E,203,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.8007,482.9813,1,[2.1833000001907976],[2.1833000001907976],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,E,E_C.png,training,1,1,3,low,feet,stripes,F,C,W,E,203,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9953,505.8326,"[4,7,7,4]",1,[1.6135000000000446],[1.6135000000000446],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,505.8376,514.1329,,,No,6.8858,,,1,[1.4165999999046335],[1.4165999999046335],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,514.1364,518.5992,,,No,2.755,,,1,[1.7164999999999964],[1.7164999999999964],0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,2026-06-04_16h09.57.036,explain2,2025.1.1,Win32,59.88023952,676e13e5655cf7cc40923c54,6a21d5d599f968bc9253a998,6a21db529480f5f2371cbc5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.6,523.2164,0,[],[],0,[],[],1,[2.616999999999962],[2.616999999999962],0,[],[],,,,,,,,,,,,,,,,
