consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,17.3374,17.3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,17.3377,27.258,1,[4.934300000000746],[4.934300000000746],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,27.2582,39.7904,1,[7.532699999999252],[7.532699999999252],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,39.7907,52.7243,1,[7.933399999998514],[7.933399999998514],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,52.7246,69.9571,1,[12.232799999997027],[12.232799999997027],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,69.9609,94.0911,1,[21.13300000000001],[21.13300000000001],It has webbed feet and stripes that slant up and to the right. It's also smiling...I dont know if that has an impact.,94.0913,95.091,0,0,0,0,1,F,E,E_F.png,training,1,1,9,high,stripes,feet,E,W,F,C,144,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,95.0954,113.8243,1,[15.733100000001485],[15.733100000001485],"It also has webbed feet, but the stripes slant down and to the right. Or is it up and to the left...",113.8244,114.8231,0,1,1,1,1,F,W,W_F.png,training,1,2,6,low,stripes,feet,E,W,F,C,144,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,114.8266,129.692,1,[11.866900000002232],[11.866900000002232],This reptire has curly toes instead of webbed.,129.692,130.691,0,2,2,2,1,C,W,W_C.png,training,1,3,1,low,stripes,feet,E,W,F,C,144,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,130.6949,147.6577,1,[13.966300000000757],[13.966300000000757],This reptile has curly toes and it's stripes go down and to the left.,147.6577,148.6578,0,3,3,3,1,C,E,E_C.png,training,1,4,4,high,stripes,feet,E,W,F,C,144,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,148.6612,164.642,1,[12.98350000000002],[12.98350000000002],This reptile has stripes that go down and to the left and curly toes.,164.6421,165.6411,0,4,4,4,1,C,E,E_C.png,training,2,5,10,high,stripes,feet,E,W,F,C,144,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-06-04_16h07.11.128,explain2,2025.1.1,MacIntel,59.88023952,6a15c182bc387626493c6917,6a21d5d599f968bc9253a998,6a21daab9ce197d16af684cd,,,,,,,,,,,,,,,,,,,,,,,165.6447,178.1411,1,[9.49939999999853],[9.49939999999853],This reptile has stripes that go down and to the left and webbed toes.,178.1411,179.1411,0,5,5,5,1,F,E,E_F.png,training,2,6,9,high,stripes,feet,E,W,F,C,144,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
