consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,40.433,40.4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,40.4337,49.5541,1,[4.136100000008938],[4.136100000008938],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,49.5543,59.7988,1,[5.254799999997019],[5.254799999997019],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,59.7992,74.262,1,[9.464799999997012],[9.464900000005969],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,74.2626,88.0435,1,[8.782799999997025],[8.782799999997025],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,88.0541,103.4569,1,[12.414000000000016],[12.414000000000016],It had 10 offspring born.,103.4575,104.458,0,0,0,0,1,C,E,E_C.png,training,1,1,10,high,stripes,feet,E,W,C,F,156,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,104.4647,152.9456,1,[45.49679999999702],[45.49679999999702],It's stripes are diagonally left and its feet are webbed. It had 9 offspring.,152.9457,153.9402,0,1,1,1,1,F,E,E_F.png,training,1,2,9,high,stripes,feet,E,W,C,F,156,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,153.9522,185.7795,1,[28.833700000003006],[28.833700000003006],It had 2 offspring and stripes that went right.,185.7795,186.7702,0,2,2,2,1,C,W,W_C.png,training,1,3,2,low,stripes,feet,E,W,C,F,156,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,186.7753,227.44,1,[37.67500000000001],[37.67500000000001],It had 2 offspring. It's feet are webbed and the stripes are diagonally right.,227.4401,228.4369,0,3,3,3,1,F,W,W_F.png,training,1,4,2,low,stripes,feet,E,W,C,F,156,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,228.4423,267.8857,1,[36.457399999991026],[36.457399999991026],"It had 6 offspring, its feet are webbed, and its stripes are diagonally right.",267.8859,268.8846,0,4,4,4,1,F,W,W_F.png,training,2,5,6,low,stripes,feet,E,W,C,F,156,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,268.8892,305.3937,1,[33.50879999999705],[33.50879999999705],"It had 8 offspring, its feet are curly and the stripes are diagonally right.",305.3939,306.3929,0,5,5,5,1,C,W,W_C.png,training,2,6,8,low,stripes,feet,E,W,C,F,156,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,306.398,341.7688,1,[32.38229999999703],[32.382399999991094],It has curly feet and left-diagonal stripes. It had 9 offsprings.,341.7689,342.7677,0,6,6,6,1,C,E,E_C.png,training,2,7,9,high,stripes,feet,E,W,C,F,156,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,342.7718,371.229,1,[25.466700000003016],[25.466700000003016],Its stripes are left-slanting. It had 8 offspring.,371.2291,372.2281,,,,,,,,,,,,,,,,,,,,,,,,372.2296,378.794,1,[1.5681000000089398],[1.5681000000089398],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.7977,410.9027,5,24.0347,Yes,8.0056, Up/Right,31.1012,1,[1.0013999999910084],[1.0013999999910084], Up/Right,0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9085,415.1348,,,No,3.2795,,,1,[0.9472999999970284],[0.9473999999910916],,0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.136,416.1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,2026-06-04_15h07.44.848,explain2,2025.1.1,Win32,60.60606061,5bf08e67d63d690001360a79,6a21d5d599f968bc9253a998,6a21dabb20a2604d8b22e086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,F,E,E_F.png,training,2,8,8,high,stripes,feet,E,W,C,F,156,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
