consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,75.667,75.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,75.668,114.795,1,[34.136000000000024],[34.136000000000024],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,114.795,131.531,1,[12.109999999999957],[12.109999999999957],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,131.531,149.242,1,[13.199999999999989],[13.199999999999989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,149.242,178.974,1,[24.861999999999966],[24.861999999999966],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,,,,,,179.008,260.464,1,[78.63499999999999],[78.63499999999999],Stripes are up and to the leftWebbed feet,260.465,261.369,0,0,0,0,1,F,W,W_F.png,training,1,1,4,low,feet,stripes,C,F,E,W,281,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,,,,,,261.378,296.179,1,[31.964],[31.964],Stripes up and to the leftFeet not webbed,296.179,297.098,0,1,1,1,1,C,W,W_C.png,training,1,2,8,high,feet,stripes,C,F,E,W,281,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,,,,,,297.129,331.807,1,[31.946000000000026],[31.946000000000026],Stripes up and to the rightFeet webbed,331.808,332.728,0,2,2,2,1,F,E,E_F.png,training,1,3,9,low,feet,stripes,C,F,E,W,281,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,2026-06-10_14h33.33.932,explain2,2025.1.1,Win32,2.142942861,69950ae92cfad731ddbaa8da,6a2862bcc690f3c3e235bb42,6a29ad1bcf866353bc1850f1,,,,,,,,,,,,,,,,,,,,,,,332.759,361.981,1,[26.47199999999998],[26.47199999999998],Stripes up and to the rightFeet not webbed,361.981,362.887,0,3,3,3,1,C,E,E_C.png,training,1,4,10,high,feet,stripes,C,F,E,W,281,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
