consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,5.94,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,5.941,14.415,1,[3.4839999999999947],[3.4839999999999947],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,14.416,25.549,1,[6.135000000000005],[6.135000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,25.549,36.283,1,[5.73299999999999],[5.73299999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,36.283,56.067,1,[14.784000000000006],[14.784000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,,,,,,56.072,87.472,1,[28.40100000000001],[28.40100000000001],"Perhaps the stripes make it less attractive to mates so it doesn't breed much
",87.472,88.467,0,0,0,0,1,C,W,W_C.png,training,1,1,2,low,feet,stripes,F,C,W,E,255,2_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,,,,,,88.475,115.234,1,[23.766999999999996],[23.766999999999996],"Because the stripes point more upward, the reptile is more fertile",115.234,116.233,0,1,1,1,1,F,E,E_F.png,training,1,2,7,high,feet,stripes,F,C,W,E,255,7_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,,,,,,116.237,159.786,1,[40.55099999999999],[40.55099999999999],"I'm not sure now, maybe stripes are irrelevant.",159.786,160.784,0,2,2,2,1,C,E,E_C.png,training,1,3,1,low,feet,stripes,F,C,W,E,255,1_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,2026-06-04_15h14.34.839,explain2,2025.1.1,MacIntel,62.5,69f6a998202fe838c7b3db75,6a21d5d599f968bc9253a998,6a21dc4b336bcf7c37257c14,,,,,,,,,,,,,,,,,,,,,,,160.789,207.453,1,[43.668000000000006],[43.668000000000006],Because of it's more horizontal stripes and geographic location,207.454,208.452,0,3,3,3,1,F,W,W_F.png,training,1,4,7,high,feet,stripes,F,C,W,E,255,7_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
