consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,12.2727,12.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,12.274,27.7874,1,[10.52610000002386],[10.52610000002386],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,27.7879,48.7185,1,[15.936600000023816],[15.936600000023816],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,48.7189,77.5284,1,[23.813999999999965],[23.813999999999965],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,77.5287,101.6593,1,[19.13499999999999],[19.13499999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,,,,,,101.6718,160.1967,1,[55.53789999997622],[55.53789999997622],it has curly feet,160.2241,161.1933,0,0,0,0,1,C,E,E_C.png,training,1,1,5,high,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,,,,,,161.2044,207.7906,1,[43.598200000047655],[43.598399999976095],its stripes are angled up to the left,207.8084,208.7869,0,1,1,1,1,F,W,W_F.png,training,1,2,4,low,feet,stripes,C,F,E,W,293,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,,,,,,208.7936,234.6,1,[22.81419999992852],[22.81419999992852],agled to the riht stripes and webbed feet,234.6069,235.5985,0,2,2,2,1,F,E,E_F.png,training,1,3,5,low,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,2026-06-04_15h26.46.266,explain2,2025.1.1,Win32,59.88023952,63cdf894c118ad4f84489c1a,6a21d5d599f968bc9253a998,6a21de11d47f62eb0ba0ee9d,,,,,,,,,,,,,,,,,,,,,,,235.6058,286.426,1,[47.82460000002379],[47.82460000002379],"stripes are angled up to the left, and its feet are curved",286.4381,287.4225,0,3,3,3,1,C,W,W_C.png,training,1,4,10,high,feet,stripes,C,F,E,W,293,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
