consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,127.9381,127.9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,127.939,136.6582,1,[3.7270999999996377],[3.727200000001119],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,136.6589,146.0491,1,[4.39500000000001],[4.39500000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,146.0495,197.1182,1,[46.072],[46.072],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,197.1186,217.6734,1,[15.558099999999627],[15.558099999999627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,217.6846,248.491,1,[27.807999999999993],[27.807999999999993],"Curved feet, striped back",248.4941,249.4915,0,0,0,0,1,C,W,W_C.png,training,1,1,6,high,feet,stripes,C,F,W,E,93,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,249.4972,283.7526,1,[31.267599999999618],[31.26769999999925],Stripes on the backWebbed feet,283.7545,284.7528,0,1,1,1,1,F,E,E_F.png,training,1,2,1,low,feet,stripes,C,F,W,E,93,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,284.7585,297.3037,1,[9.557999999999993],[9.557999999999993],Striped reptilewebbed feetwarm environment,297.3053,298.3056,0,2,2,2,1,C,E,E_C.png,training,1,3,3,high,feet,stripes,C,F,W,E,93,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,298.3089,305.1416,1,[3.8427000000011162],[3.8427000000011162],stripedwebbed feet,305.1431,306.1429,0,3,3,3,1,F,W,W_F.png,training,1,4,4,low,feet,stripes,C,F,W,E,93,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,093,2026-06-04_13h25.53.960,explain2,2025.1.1,MacIntel,63.69426752,6a00b4ed3cd71b1ae582fbdf,6a21d5d599f968bc9253a998,6a21def0b9cab9440dbbbc1d,,,,,,,,,,,,,,,,,,,,,,,306.1457,323.7928,1,[14.655799999998862],[14.655799999998862],seperated feetbetter environment,323.7947,324.7928,0,4,4,4,1,C,E,E_C.png,training,2,5,9,high,feet,stripes,C,F,W,E,93,9_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
