consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,8.5962,8.5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,8.5967,30.5904,1,[16.996499999999997],[16.996499999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,30.5905,72.3545,1,[36.76450000000001],[36.76450000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,72.3547,82.7059,1,[5.365699999988081],[5.365699999988081],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,82.7061,92.6073,1,[4.91749999999999],[4.91749999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,,,,,,92.614,146.0763,1,[50.46659999999406],[50.46659999999406],It produces low to mid number of offsprings,146.0765,147.0741,0,0,0,0,1,F,W,W_F.png,training,1,1,3,low,feet,stripes,C,F,W,E,57,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,,,,,,147.0772,172.6246,1,[22.549199999988076],[22.549199999988076],This reptile produces higher number of offsprings,172.6247,173.6287,0,1,1,1,1,C,W,W_C.png,training,1,2,7,high,feet,stripes,C,F,W,E,57,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,,,,,,173.6316,188.1934,1,[11.56759999999403],[11.56759999999403],Average number of offsprings,188.1936,189.192,0,2,2,2,1,F,E,E_F.png,training,1,3,5,low,feet,stripes,C,F,W,E,57,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-06-08_13h55.47.999,explain2,2025.1.1,MacIntel,63.29113924,69f2582f0ec6b03445d493fc,6a26c1e06d405ffebfdf503d,6a2701f00c6328c77e69d845,,,,,,,,,,,,,,,,,,,,,,,189.195,206.0276,1,[13.925999999999988],[13.925999999999988],Multiple offsprings,206.0277,207.0274,0,3,3,3,1,C,E,E_C.png,training,1,4,8,high,feet,stripes,C,F,W,E,57,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
