consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,237.6361,247.7259,1,[7.093800000011925],[7.093800000011925],webbed feet and stripes up and to the right,247.726,248.7245,0,4,4,4,1,F,E,E_F.png,training,2,5,4,high,stripes,feet,E,W,C,F,100,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,248.7264,258.7996,1,[7.077199999988068],[7.077199999988068],curly feet and stripes up and to the left,258.7997,259.7982,0,5,5,5,1,C,W,W_C.png,training,2,6,3,low,stripes,feet,E,W,C,F,100,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,259.7999,273.3707,1,[10.574599999994007],[10.574599999994007],curly feet and stripes up and to the right,273.3707,274.3687,0,6,6,6,1,C,E,E_C.png,training,2,7,4,high,stripes,feet,E,W,C,F,100,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,274.3706,295.4843,1,[18.117599999994013],[18.117599999994013],webbed feet and stripes up and to the left,295.4843,296.4828,,,,,,,,,,,,,,,,,,,,,,,,296.4836,302.2278,1,[0.7493999999761627],[0.7493999999761627],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2291,309.855,,,No,6.7123,,,1,[0.8990000000000009],[0.8990000000000009],0,0,0,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.8568,314.6502,,,No,4.1722,,,1,[0.6161999999881118],[0.6161999999881118],0,1,1,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6507,315.6492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,F,W,W_F.png,training,2,8,4,low,stripes,feet,E,W,C,F,100,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,315.6504,329.4212,1,[10.774099999994064],[10.774099999994064],"curly feet, up and to the right",329.4212,330.4196,0,8,8,8,1,C,E,E_C.png,training,3,9,9,high,stripes,feet,E,W,C,F,100,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,330.4215,338.1633,1,[4.745499999999993],[4.745499999999993],"webbed feet, up and to the left",338.1634,339.1619,0,9,9,9,1,F,W,W_F.png,training,3,10,3,low,stripes,feet,E,W,C,F,100,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,339.1638,348.6208,1,[6.461099999994019],[6.461099999994019],stripes up and to the left?,348.6208,349.6194,0,10,10,10,1,C,W,W_C.png,training,3,11,4,low,stripes,feet,E,W,C,F,100,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,349.6209,355.6151,1,[2.997399999976153],[2.997399999976153],stripes up and to the right,355.6152,356.6133,0,11,11,11,1,F,E,E_F.png,training,3,12,7,high,stripes,feet,E,W,C,F,100,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,356.6151,362.9752,1,[3.3639000000059696],[3.3639000000059696],stripes up and to the right,362.9752,363.9738,0,12,12,12,1,F,E,E_F.png,training,4,13,6,high,stripes,feet,E,W,C,F,100,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,363.9752,370.9345,1,[3.9626999999881036],[3.9626999999881036],stripes up and to the left,370.9345,371.9332,0,13,13,13,1,F,W,W_F.png,training,4,14,4,low,stripes,feet,E,W,C,F,100,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,371.9348,383.3904,1,[8.459400000005928],[8.459400000005928],??? good day at the office I guess,383.3905,384.3889,0,14,14,14,1,C,W,W_C.png,training,4,15,7,low,stripes,feet,E,W,C,F,100,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,384.3906,389.6017,1,[2.2147999999821195],[2.2147999999821195],curly feet,389.6017,390.6007,0,15,15,15,1,C,E,E_C.png,training,4,16,8,high,stripes,feet,E,W,C,F,100,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.6016,394.0976,1,[0.49909999999403],[0.49909999999403],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,8,low,stripes,feet,E,W,C,F,100,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1054,415.8449,"[5,5,5,5]",1,[0.66609999999406],[0.66609999999406],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,415.8465,418.8924,,,No,2.377,,,1,[0.6826999999880741],[0.6826999999880741],0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,418.8937,420.4742,,,No,0.8981,,,1,[0.6991999999880818],[0.6991999999880818],0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4744,423.9046,0,[],[],0,[],[],1,[1.4320999999940227],[1.4320999999940227],0,[],[],,,,,,,,,,,,,,,,
,100,2026-06-04_16h25.21.970,explain2,2025.1.1,Win32,59.88023952,6699b17ebdada9344e32ed5f,6a21d5d599f968bc9253a998,6a21def3ea05d1acce4990b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.905,438.3593,All the time - 7,8.8226,Not at all - 1,12.3429,1,[2.098799999982134],[2.098799999982134],,,,,,,
